	F1norm_rprr	col_release	datasetname	knownmodules	max_layers	method	precision	recall	recovery	relevance	row_release	runningtime
22	0.7206280543049205	0.0	ecoli_colombos	interconnected	100.0	plaid	0.0062288294572092895	0.0045961867142034684	0.1774453201368524	0.03884388985942738	0.5	331.26719307899475
23	0.661611665882691	0.0	ecoli_colombos	minimal	100.0	plaid	0.0047781826889799405	0.007392647547837192	0.17419868822867596	0.030019519486503568	0.5	331.26719307899475
24	0.08511251331699324	0.0	ecoli_colombos	strict	100.0	plaid	0.0008665505122439262	0.00044336494718174105	0.09090909090909091	0.015289244545526298	0.75	154.36922121047974
25	0.1179434109331705	0.0	ecoli_colombos	interconnected	100.0	plaid	0.0007544771682703361	0.0004529337163858478	0.08641975308641975	0.017870631416221576	0.75	154.36922121047974
26	0.096143957386652	0.0	ecoli_colombos	minimal	100.0	plaid	0.00044558127161718763	0.0006672059496711003	0.07446808510638298	0.01707990462440779	0.75	154.36922121047974
27	0.0	0.0	ecoli_colombos	strict	100.0	plaid	0.0	0.0	0.0	0.0	1.0	11.098078966140747
28	0.0	0.0	ecoli_colombos	interconnected	100.0	plaid	0.0	0.0	0.0	0.0	1.0	11.098078966140747
29	0.0	0.0	ecoli_colombos	minimal	100.0	plaid	0.0	0.0	0.0	0.0	1.0	11.098078966140747
30	0.214779708752384	0.0	ecoli_colombos	strict	150.0	plaid	0.056401142611809174	0.0007679061759860094	0.07924238167046081	0.046545919082223164	0.0	1054.4538538455963
31	0.5189845692114321	0.0	ecoli_colombos	interconnected	150.0	plaid	0.07301893848796905	0.0015255973908723283	0.10541242169118077	0.05142679555842677	0.0	1054.4538538455963
32	1.1098134302989138	0.0	ecoli_colombos	minimal	150.0	plaid	0.09513520227601586	0.006110217464491661	0.15387769723594205	0.04707823888709373	0.0	1054.4538538455963
33	0.8835393298212746	0.0	ecoli_colombos	strict	150.0	plaid	0.06557173634160879	0.00452602364896559	0.17984922035656653	0.0760119055455949	0.25	898.5687630176544
34	1.4347839655347838	0.0	ecoli_colombos	interconnected	150.0	plaid	0.06530134528073432	0.0067735745387761314	0.1761458604510557	0.0779864571240579	0.25	898.5687630176544
35	1.6329834623862405	0.0	ecoli_colombos	minimal	150.0	plaid	0.05243814163562569	0.012835583280605287	0.16016349521598472	0.0637530181075687	0.25	898.5687630176544
36	0.5258553398233302	0.0	ecoli_colombos	strict	150.0	plaid	0.007509280114513854	0.004388943959556496	0.17723669639214318	0.03309009309913146	0.5	454.74443101882935
37	0.5433577087703372	0.0	ecoli_colombos	interconnected	150.0	plaid	0.004382113129291912	0.0028218386463260917	0.13462006503481158	0.03853021014193493	0.5	454.74443101882935
38	0.3440282106436006	0.0	ecoli_colombos	minimal	150.0	plaid	0.0018852561055191367	0.002799362762618554	0.1262280701754386	0.028645598595772974	0.5	454.74443101882935
39	0.0	0.0	ecoli_colombos	strict	150.0	plaid	0.0	0.0	0.0	0.0	0.75	108.86701798439026
40	0.0	0.0	ecoli_colombos	interconnected	150.0	plaid	0.0	0.0	0.0	0.0	0.75	108.86701798439026
41	0.0	0.0	ecoli_colombos	minimal	150.0	plaid	0.0	0.0	0.0	0.0	0.75	108.86701798439026
42	0.0	0.0	ecoli_colombos	strict	150.0	plaid	0.0	0.0	0.0	0.0	1.0	14.035423994064331
43	0.0	0.0	ecoli_colombos	interconnected	150.0	plaid	0.0	0.0	0.0	0.0	1.0	14.035423994064331
44	0.0	0.0	ecoli_colombos	minimal	150.0	plaid	0.0	0.0	0.0	0.0	1.0	14.035423994064331
45	0.19012796702721008	0.0	ecoli_colombos	strict	200.0	plaid	0.05808077477425796	0.0006623917874791873	0.08398080867531106	0.04501769241018088	0.0	1048.6583020687103
46	0.43701539564970426	0.0	ecoli_colombos	interconnected	200.0	plaid	0.07139402340153062	0.001213469049460631	0.1006568256890999	0.0499616638207102	0.0	1048.6583020687103
47	1.0114685116730682	0.0	ecoli_colombos	minimal	200.0	plaid	0.09212835218448018	0.005344937238102251	0.14627256717017567	0.04421263733468546	0.0	1048.6583020687103
48	0.7231522129342038	0.0	ecoli_colombos	strict	200.0	plaid	0.06232954035328716	0.003325757528914517	0.1541970211018854	0.07742320876083233	0.25	958.7937381267548
49	0.9731053948207387	0.0	ecoli_colombos	interconnected	200.0	plaid	0.04818532507766983	0.0038298177609776217	0.12674143990877534	0.06595721545589152	0.25	958.7937381267548
50	1.3844540144772803	0.0	ecoli_colombos	minimal	200.0	plaid	0.04605655843128336	0.010750756412814911	0.14569138812575108	0.05276525661059094	0.25	958.7937381267548
51	0.5119791294981624	0.0	ecoli_colombos	strict	200.0	plaid	0.008811354967712525	0.004039919020524718	0.14460146137012722	0.03213110411075337	0.5	518.5923609733582
52	0.6208372875531091	0.0	ecoli_colombos	interconnected	200.0	plaid	0.006214551424033301	0.0032655769834137914	0.1399113660062565	0.03786730350877245	0.5	518.5923609733582
53	0.5566631900585998	0.0	ecoli_colombos	minimal	200.0	plaid	0.0038348013231774085	0.004465879932346872	0.1601801557124751	0.034032001055148135	0.5	518.5923609733582
54	0.0731492564702119	0.0	ecoli_colombos	strict	200.0	plaid	0.0007583970378668244	0.0003643303261623872	0.09090909090909091	0.015139982921185248	0.75	159.55829501152039
55	0.09651715175382453	0.0	ecoli_colombos	interconnected	200.0	plaid	0.000648256667181779	0.0003447200982819003	0.07547169811320754	0.017703969074247303	0.75	159.55829501152039
56	0.08993012249589541	0.0	ecoli_colombos	minimal	200.0	plaid	0.00042106276025823315	0.0006018394912132974	0.07065217391304347	0.01730410824577964	0.75	159.55829501152039
57	0.0	0.0	ecoli_colombos	strict	200.0	plaid	0.0	0.0	0.0	0.0	1.0	11.152096033096313
58	0.0	0.0	ecoli_colombos	interconnected	200.0	plaid	0.0	0.0	0.0	0.0	1.0	11.152096033096313
59	0.0	0.0	ecoli_colombos	minimal	200.0	plaid	0.0	0.0	0.0	0.0	1.0	11.152096033096313
60	0.18877708293126447	0.0	ecoli_colombos	strict	250.0	plaid	0.05871707266828221	0.0006570130288722504	0.0794451412427766	0.046244855985879685	0.0	1056.8521840572357
61	0.4338427122214189	0.0	ecoli_colombos	interconnected	250.0	plaid	0.07057056343938402	0.001194702023958004	0.10348409095890422	0.05051332032509109	0.0	1056.8521840572357
62	1.0045541442439305	0.0	ecoli_colombos	minimal	250.0	plaid	0.09286225987117555	0.005136099168051377	0.15217817552901225	0.045042091578638116	0.0	1056.8521840572357
63	0.3973658601448494	0.0	ecoli_colombos	strict	250.0	plaid	0.0648490793318849	0.0015542399529902627	0.10709195904575002	0.06320362273996076	0.25	862.0468730926514
64	0.6850165697533224	0.0	ecoli_colombos	interconnected	250.0	plaid	0.06139773168584467	0.002154194864094055	0.10587823419745034	0.06593682199318196	0.25	862.0468730926514
65	1.276206241284643	0.0	ecoli_colombos	minimal	250.0	plaid	0.06365937803216433	0.008096669132144678	0.12435578151166034	0.05603776972650923	0.25	862.0468730926514
66	0.5103653463524377	0.0	ecoli_colombos	strict	250.0	plaid	0.007919613025029849	0.004615919018038343	0.18508771929824563	0.02846813601629139	0.5	314.5596499443054
67	0.5576778827180676	0.0	ecoli_colombos	interconnected	250.0	plaid	0.004758271694804662	0.0032332256330249143	0.1474853060218914	0.0326422046394839	0.5	314.5596499443054
68	0.35997825578232395	0.0	ecoli_colombos	minimal	250.0	plaid	0.002024575108178852	0.003116518925710969	0.15103013945119206	0.02556286775441013	0.5	314.5596499443054
69	0.0	0.0	ecoli_colombos	strict	250.0	plaid	0.0	0.0	0.0	0.0	0.75	41.5558021068573
70	0.0	0.0	ecoli_colombos	interconnected	250.0	plaid	0.0	0.0	0.0	0.0	0.75	41.5558021068573
71	0.0	0.0	ecoli_colombos	minimal	250.0	plaid	0.0	0.0	0.0	0.0	0.75	41.5558021068573
72	0.0	0.0	ecoli_colombos	strict	250.0	plaid	0.0	0.0	0.0	0.0	1.0	14.284487962722778
73	0.0	0.0	ecoli_colombos	interconnected	250.0	plaid	0.0	0.0	0.0	0.0	1.0	14.284487962722778
74	0.0	0.0	ecoli_colombos	minimal	250.0	plaid	0.0	0.0	0.0	0.0	1.0	14.284487962722778
75	0.15426296962428698	0.0	ecoli_colombos	strict	300.0	plaid	0.058851089418173116	0.0005193611023525921	0.07899275962088337	0.04557845778444063	0.0	1015.7046549320221
76	0.36783350159714395	0.0	ecoli_colombos	interconnected	300.0	plaid	0.07414270944148661	0.0009600982527987827	0.10036964129054655	0.051036746047056714	0.0	1015.7046549320221
77	0.8875742513699365	0.0	ecoli_colombos	minimal	300.0	plaid	0.09473326278957095	0.004038873719034964	0.14399154195128286	0.045569670210048145	0.0	1015.7046549320221
78	0.41163883518289107	0.0	ecoli_colombos	strict	300.0	plaid	0.07469099454356194	0.001602094182493344	0.11079777981277757	0.06637645222248531	0.25	1059.1018478870392
79	0.8053708414532808	0.0	ecoli_colombos	interconnected	300.0	plaid	0.07535092819150037	0.002656644266430074	0.11909513036900839	0.06912454464106184	0.25	1059.1018478870392
80	1.346730945732792	0.0	ecoli_colombos	minimal	300.0	plaid	0.0775105710429655	0.008528899286212605	0.13616223303052705	0.057337187505325515	0.25	1059.1018478870392
81	0.5348736277917	0.0	ecoli_colombos	strict	300.0	plaid	0.015060765321727735	0.0035703204254597136	0.13081145447896717	0.03490228637957766	0.5	266.03760290145874
82	0.6934372889943915	0.0	ecoli_colombos	interconnected	300.0	plaid	0.014510131464049905	0.003288671730679764	0.11506907487813836	0.03854154691743104	0.5	266.03760290145874
83	0.9980323853669452	0.0	ecoli_colombos	minimal	300.0	plaid	0.015826703781876922	0.008736153606803047	0.1637115160702454	0.03696845831571213	0.5	266.03760290145874
84	0.0	0.0	ecoli_colombos	strict	300.0	plaid	0.0	0.0	0.0	0.0	0.75	73.5746328830719
85	0.0	0.0	ecoli_colombos	interconnected	300.0	plaid	0.0	0.0	0.0	0.0	0.75	73.5746328830719
86	0.0	0.0	ecoli_colombos	minimal	300.0	plaid	0.0	0.0	0.0	0.0	0.75	73.5746328830719
87	0.0	0.0	ecoli_colombos	strict	300.0	plaid	0.0	0.0	0.0	0.0	1.0	13.171942949295044
88	0.0	0.0	ecoli_colombos	interconnected	300.0	plaid	0.0	0.0	0.0	0.0	1.0	13.171942949295044
89	0.0	0.0	ecoli_colombos	minimal	300.0	plaid	0.0	0.0	0.0	0.0	1.0	13.171942949295044
90	0.3755892721166032	0.0	ecoli_colombos	strict	350.0	plaid	0.05677143339177198	0.0015507276845642519	0.1008133608972573	0.047725453423691326	0.0	1032.854140996933
91	0.7581708625194087	0.0	ecoli_colombos	interconnected	350.0	plaid	0.06792167135069817	0.002735443415827755	0.1157961965392468	0.05244492898815928	0.0	1032.854140996933
92	1.2593491456196417	0.0	ecoli_colombos	minimal	350.0	plaid	0.08012955641621987	0.009226718966255536	0.14558118728451824	0.044917599419218114	0.0	1032.854140996933
93	0.6416016328845026	0.0	ecoli_colombos	strict	350.0	plaid	0.08407790811124284	0.002620424099742881	0.1464729180762598	0.0948553505693846	0.25	869.2113561630249
94	1.1136345963585599	0.0	ecoli_colombos	interconnected	350.0	plaid	0.07613030792465926	0.004112213366257017	0.13148218847312493	0.08680462297777972	0.25	869.2113561630249
95	1.6173070230192437	0.0	ecoli_colombos	minimal	350.0	plaid	0.07118715261240831	0.011575261812351013	0.1414306788297959	0.0679838706510992	0.25	869.2113561630249
96	0.5750476007574653	0.0	ecoli_colombos	strict	350.0	plaid	0.008541420647679848	0.005612203876756849	0.1936337258917904	0.03132393803953814	0.5	293.3914670944214
97	0.711461402988001	0.0	ecoli_colombos	interconnected	350.0	plaid	0.007433981445435351	0.004394107221625326	0.15698924731182798	0.03631669737871661	0.5	293.3914670944214
98	0.7030282007720335	0.0	ecoli_colombos	minimal	350.0	plaid	0.005560173895817607	0.007644272934275961	0.1763784461152882	0.030276969274232127	0.5	293.3914670944214
99	0.0	0.0	ecoli_colombos	strict	350.0	plaid	0.0	0.0	0.0	0.0	0.75	43.567018032073975
100	0.0	0.0	ecoli_colombos	interconnected	350.0	plaid	0.0	0.0	0.0	0.0	0.75	43.567018032073975
101	0.0	0.0	ecoli_colombos	minimal	350.0	plaid	0.0	0.0	0.0	0.0	0.75	43.567018032073975
102	0.0	0.0	ecoli_colombos	strict	350.0	plaid	0.0	0.0	0.0	0.0	1.0	11.611587047576904
103	0.0	0.0	ecoli_colombos	interconnected	350.0	plaid	0.0	0.0	0.0	0.0	1.0	11.611587047576904
104	0.0	0.0	ecoli_colombos	minimal	350.0	plaid	0.0	0.0	0.0	0.0	1.0	11.611587047576904
105	0.196776978933695	0.0	ecoli_colombos	strict	400.0	plaid	0.05352921387328881	0.0007014839572123277	0.08114876064113413	0.0408647408143452	0.0	945.4896259307861
106	0.4195271612872008	0.0	ecoli_colombos	interconnected	400.0	plaid	0.06291114901399074	0.0011898491506349906	0.09145467232951004	0.04553868217604114	0.0	945.4896259307861
107	0.9515035626882509	0.0	ecoli_colombos	minimal	400.0	plaid	0.08348599461353041	0.005115275841689398	0.13962253423598758	0.04069649714320584	0.0	945.4896259307861
108	1.0274447658908654	0.0	ecoli_colombos	strict	400.0	plaid	0.06456283436085537	0.006091915277816662	0.14280914540014936	0.08346264785550102	0.25	838.361004114151
109	1.30085747240844	0.0	ecoli_colombos	interconnected	400.0	plaid	0.052721076199967236	0.00649894806460316	0.13954264973865402	0.0717465135875049	0.25	838.361004114151
110	1.6038972933554412	0.0	ecoli_colombos	minimal	400.0	plaid	0.04637485378160847	0.014058420252375735	0.13867530323376567	0.06255903439741128	0.25	838.361004114151
111	0.3863704780468235	0.0	ecoli_colombos	strict	400.0	plaid	0.004792608803270421	0.003915783870800228	0.23511904761904762	0.02086726644098935	0.5	196.02150201797485
112	0.529339220204915	0.0	ecoli_colombos	interconnected	400.0	plaid	0.004708942982078453	0.0032581513788311023	0.20413306451612903	0.026767888291336146	0.5	196.02150201797485
113	0.5593309390679572	0.0	ecoli_colombos	minimal	400.0	plaid	0.004105796877757459	0.006646059557936954	0.2651651651651652	0.02254331199103561	0.5	196.02150201797485
114	0.0	0.0	ecoli_colombos	strict	400.0	plaid	0.0	0.0	0.0	0.0	0.75	127.19137001037598
115	0.0	0.0	ecoli_colombos	interconnected	400.0	plaid	0.0	0.0	0.0	0.0	0.75	127.19137001037598
116	0.0	0.0	ecoli_colombos	minimal	400.0	plaid	0.0	0.0	0.0	0.0	0.75	127.19137001037598
117	0.0	0.0	ecoli_colombos	strict	400.0	plaid	0.0	0.0	0.0	0.0	1.0	13.280319929122925
118	0.0	0.0	ecoli_colombos	interconnected	400.0	plaid	0.0	0.0	0.0	0.0	1.0	13.280319929122925
119	0.0	0.0	ecoli_colombos	minimal	400.0	plaid	0.0	0.0	0.0	0.0	1.0	13.280319929122925
120	0.18035653869908044	0.0	ecoli_colombos	strict	450.0	plaid	0.05822010678414581	0.0006238526456921707	0.08131072399224938	0.04468523472378393	0.0	1047.4016420841217
121	0.41678741999739194	0.0	ecoli_colombos	interconnected	450.0	plaid	0.07036738042632394	0.0011358735065371294	0.1090278581034195	0.04848806040356141	0.0	1047.4016420841217
122	0.9493091558762317	0.0	ecoli_colombos	minimal	450.0	plaid	0.09540929551092886	0.004642679010469455	0.15436755167202115	0.04394529743216555	0.0	1047.4016420841217
123	0.8964492248158203	0.0	ecoli_colombos	strict	450.0	plaid	0.05345476645580716	0.004948551714471009	0.13205541404181956	0.08096344141059283	0.25	961.7288589477539
124	1.4137717057287493	0.0	ecoli_colombos	interconnected	450.0	plaid	0.05260528033867588	0.007376429963678095	0.13968968902898757	0.07865845055384078	0.25	961.7288589477539
125	1.7879635998611538	0.0	ecoli_colombos	minimal	450.0	plaid	0.04705460930157906	0.016284221143278068	0.16712414899546058	0.06713822239193572	0.25	961.7288589477539
126	0.04082845446380146	0.0	ecoli_colombos	strict	450.0	plaid	0.00022219059095285077	0.0003375395959910681	0.09523809523809523	0.00952444259816551	0.5	136.42506313323975
127	0.03212810076735406	0.0	ecoli_colombos	interconnected	450.0	plaid	0.00011353886388236833	0.00017921146953405018	0.06451612903225806	0.011288822412668867	0.5	136.42506313323975
128	0.042388187281850266	0.0	ecoli_colombos	minimal	450.0	plaid	0.00014151608029388868	0.000524299253881831	0.10526315789473684	0.011793742779709297	0.5	136.42506313323975
129	0.2500401213630178	0.0	ecoli_colombos	strict	450.0	plaid	0.003459867635053762	0.0018514298735330978	0.19402985074626866	0.016216981685413568	0.75	165.92062902450562
130	0.28028528381507595	0.0	ecoli_colombos	interconnected	450.0	plaid	0.002699160545971986	0.0011905966962146735	0.14606741573033707	0.020148009941805947	0.75	165.92062902450562
131	0.23050080591573704	0.0	ecoli_colombos	minimal	450.0	plaid	0.001624626998334753	0.0014551547755533999	0.1323529411764706	0.016808581883348977	0.75	165.92062902450562
132	0.0	0.0	ecoli_colombos	strict	450.0	plaid	0.0	0.0	0.0	0.0	1.0	15.34683108329773
133	0.0	0.0	ecoli_colombos	interconnected	450.0	plaid	0.0	0.0	0.0	0.0	1.0	15.34683108329773
134	0.0	0.0	ecoli_colombos	minimal	450.0	plaid	0.0	0.0	0.0	0.0	1.0	15.34683108329773
135	0.1613273128386964	0.0	ecoli_colombos	strict	500.0	plaid	0.05769365715420216	0.0005466620618812365	0.08274761430405095	0.04479346707045995	0.0	1084.5864639282227
136	0.368215374624353	0.0	ecoli_colombos	interconnected	500.0	plaid	0.06689902004972201	0.0009746158960697787	0.10046142171604655	0.047873863578322	0.0	1084.5864639282227
137	0.9008586184781098	0.0	ecoli_colombos	minimal	500.0	plaid	0.08808476123373052	0.00432448649469236	0.1442169124424904	0.04307385491232951	0.0	1084.5864639282227
138	0.5475311616661418	0.0	ecoli_colombos	strict	500.0	plaid	0.05586740648330354	0.0024351333739680583	0.10825259595132973	0.06611333288683786	0.25	994.2186939716339
139	0.9024126421139937	0.0	ecoli_colombos	interconnected	500.0	plaid	0.052919877141670374	0.0035341306849610335	0.11187260712805587	0.06199195492785439	0.25	994.2186939716339
140	1.4330631106944611	0.0	ecoli_colombos	minimal	500.0	plaid	0.06225891073722616	0.01148446393838094	0.13824339197077667	0.05315887199482391	0.25	994.2186939716339
141	0.45485833602154047	0.0	ecoli_colombos	strict	500.0	plaid	0.006964681326136446	0.00401124908635374	0.23809523809523808	0.024828422828847195	0.5	212.74893593788147
142	0.5688295590675261	0.0	ecoli_colombos	interconnected	500.0	plaid	0.006118050883838164	0.003140383328204978	0.15791805094130676	0.030185082064623267	0.5	212.74893593788147
143	0.6133890411899012	0.0	ecoli_colombos	minimal	500.0	plaid	0.004788331192611493	0.006207886470181187	0.18492083868207101	0.027059725188770468	0.5	212.74893593788147
144	0.0	0.0	ecoli_colombos	strict	500.0	plaid	0.0	0.0	0.0	0.0	0.75	103.74034309387207
145	0.0	0.0	ecoli_colombos	interconnected	500.0	plaid	0.0	0.0	0.0	0.0	0.75	103.74034309387207
146	0.0	0.0	ecoli_colombos	minimal	500.0	plaid	0.0	0.0	0.0	0.0	0.75	103.74034309387207
147	0.0	0.0	ecoli_colombos	strict	500.0	plaid	0.0	0.0	0.0	0.0	1.0	14.590174913406372
148	0.0	0.0	ecoli_colombos	interconnected	500.0	plaid	0.0	0.0	0.0	0.0	1.0	14.590174913406372
149	0.0	0.0	ecoli_colombos	minimal	500.0	plaid	0.0	0.0	0.0	0.0	1.0	14.590174913406372
150	0.3890108827894256	0.25	ecoli_colombos	strict	50.0	plaid	0.04163035941527774	0.0017633427413499328	0.08552049526353746	0.04152099042473812	0.0	859.5048620700836
151	0.7937652910396094	0.25	ecoli_colombos	interconnected	50.0	plaid	0.04753066443255609	0.003441765062119321	0.10003279415737797	0.046059231372914414	0.0	859.5048620700836
152	1.22354565029945	0.25	ecoli_colombos	minimal	50.0	plaid	0.05547436389804985	0.011191250421067287	0.14220094725072083	0.0393769266667504	0.0	859.5048620700836
153	0.7619747199378515	0.25	ecoli_colombos	strict	50.0	plaid	0.06150205294547307	0.003411943067898526	0.17582104792133427	0.08585914682328535	0.25	881.6525981426239
154	1.083395689404959	0.25	ecoli_colombos	interconnected	50.0	plaid	0.04608230254656843	0.004060257669200445	0.15297905207963344	0.07897347469924201	0.25	881.6525981426239
155	1.610220164885006	0.25	ecoli_colombos	minimal	50.0	plaid	0.04842078777111747	0.011677860132502242	0.17051922430670213	0.0656366352150107	0.25	881.6525981426239
156	0.16636103042363112	0.25	ecoli_colombos	strict	50.0	plaid	0.002385514238572797	0.0009578128614388155	0.15151515151515152	0.014902646300822907	0.5	135.46340703964233
157	0.16628061413254186	0.25	ecoli_colombos	interconnected	50.0	plaid	0.0012607422159268554	0.0006464574133747066	0.11904761904761904	0.017743343900304475	0.5	135.46340703964233
158	0.11838428109055071	0.25	ecoli_colombos	minimal	50.0	plaid	0.0006480069906688497	0.000719455087271179	0.09259259259259259	0.015897805702632883	0.5	135.46340703964233
159	0.0	0.25	ecoli_colombos	strict	50.0	plaid	0.0	0.0	0.0	0.0	0.75	70.6671679019928
160	0.0	0.25	ecoli_colombos	interconnected	50.0	plaid	0.0	0.0	0.0	0.0	0.75	70.6671679019928
161	0.0	0.25	ecoli_colombos	minimal	50.0	plaid	0.0	0.0	0.0	0.0	0.75	70.6671679019928
162	0.0	0.25	ecoli_colombos	strict	50.0	plaid	0.0	0.0	0.0	0.0	1.0	6.9949400424957275
163	0.0	0.25	ecoli_colombos	interconnected	50.0	plaid	0.0	0.0	0.0	0.0	1.0	6.9949400424957275
164	0.0	0.25	ecoli_colombos	minimal	50.0	plaid	0.0	0.0	0.0	0.0	1.0	6.9949400424957275
165	0.4481789874640946	0.25	ecoli_colombos	strict	100.0	plaid	0.040142924152741004	0.0021305302810081467	0.10797689653761133	0.04147766092985931	0.0	924.492516040802
166	0.7645756121896576	0.25	ecoli_colombos	interconnected	100.0	plaid	0.04242832651375539	0.0030766566940747192	0.11674568052040739	0.04586927944303104	0.0	924.492516040802
167	1.234603576636968	0.25	ecoli_colombos	minimal	100.0	plaid	0.05201696617094908	0.010821321658401368	0.1617845167499308	0.03967155794421737	0.0	924.492516040802
168	0.9355714920280495	0.25	ecoli_colombos	strict	100.0	plaid	0.05970530737334342	0.005135034318476339	0.1511689680429678	0.08010319258696473	0.25	909.7790839672089
169	1.1514296292749073	0.25	ecoli_colombos	interconnected	100.0	plaid	0.04828466302663553	0.005004542876770184	0.12688460203436047	0.07464518336411939	0.25	909.7790839672089
170	1.4567680032739845	0.25	ecoli_colombos	minimal	100.0	plaid	0.04345875984964355	0.01113961751862243	0.1327253527088322	0.06073681409355829	0.25	909.7790839672089
171	0.4731941466781346	0.25	ecoli_colombos	strict	100.0	plaid	0.006803573532801811	0.00403273719369003	0.1984126984126984	0.02810352469439179	0.5	390.88354301452637
172	0.5879680699266961	0.25	ecoli_colombos	interconnected	100.0	plaid	0.005594214357051599	0.0032625714768571915	0.16564952048823017	0.033107713201684215	0.5	390.88354301452637
173	0.604758615122083	0.25	ecoli_colombos	minimal	100.0	plaid	0.004427523998461167	0.006107641960648545	0.20496426250812216	0.027757128594723568	0.5	390.88354301452637
174	0.0	0.25	ecoli_colombos	strict	100.0	plaid	0.0	0.0	0.0	0.0	0.75	85.20383596420288
175	0.0	0.25	ecoli_colombos	interconnected	100.0	plaid	0.0	0.0	0.0	0.0	0.75	85.20383596420288
176	0.0	0.25	ecoli_colombos	minimal	100.0	plaid	0.0	0.0	0.0	0.0	0.75	85.20383596420288
177	0.0	0.25	ecoli_colombos	strict	100.0	plaid	0.0	0.0	0.0	0.0	1.0	6.96097207069397
178	0.0	0.25	ecoli_colombos	interconnected	100.0	plaid	0.0	0.0	0.0	0.0	1.0	6.96097207069397
179	0.0	0.25	ecoli_colombos	minimal	100.0	plaid	0.0	0.0	0.0	0.0	1.0	6.96097207069397
180	0.31905524995608203	0.25	ecoli_colombos	strict	150.0	plaid	0.048755478848814024	0.001316580955436769	0.08284635607188404	0.041240527022885595	0.0	895.9309079647064
181	0.6030472930744436	0.25	ecoli_colombos	interconnected	150.0	plaid	0.053215221077350744	0.00212864465875963	0.0888853185114028	0.04440904427837668	0.0	895.9309079647064
182	1.141219950099309	0.25	ecoli_colombos	minimal	150.0	plaid	0.06766895276696058	0.008499917749450739	0.13687875648377446	0.04003649935155485	0.0	895.9309079647064
