	F1norm_rprr	datasetname	knownmodules	method	n	ngenes	precision	recall	recovery	relevance	runningtime
16	3.028014841095569	ecoli_colombos	minimal	spectral_biclust	10	300	0.021986488442266434	0.0385093652053458	0.21230325788261803	0.22838817605551118	25.50494909286499
17	2.328734267747296	ecoli_colombos	interconnected	spectral_biclust	10	300	0.02511974833376051	0.015073483416326243	0.22122389097017983	0.15885993657145894	25.50494909286499
18	3.7920349309148835	ecoli_colombos	strict	spectral_biclust	10	400	0.08567681662333256	0.036441058744972964	0.4828185325336448	0.23531610407096168	30.393922090530396
19	2.8382773249100772	ecoli_colombos	minimal	spectral_biclust	10	400	0.01951235736011934	0.0337838154237518	0.23078977649707433	0.21279300341903956	30.393922090530396
20	2.7557886162627447	ecoli_colombos	interconnected	spectral_biclust	10	400	0.029059928639359696	0.01739917030607286	0.26456855234158017	0.194643533196824	30.393922090530396
21	2.6425541314771976	ecoli_colombos	strict	spectral_biclust	10	500	0.05120090793126984	0.0231990845281984	0.4763706151673703	0.16207305442925202	39.51018500328064
22	1.3352846678925097	ecoli_colombos	minimal	spectral_biclust	10	500	0.0059683609605197165	0.021603458646161793	0.1851329749863085	0.12853407693697066	39.51018500328064
23	1.571470612763946	ecoli_colombos	interconnected	spectral_biclust	10	500	0.012545937421073801	0.00939499137903584	0.262843985921232	0.10762817651790557	39.51018500328064
24	1.6420591302346437	ecoli_colombos	strict	spectral_biclust	20	10	0.07303010897293342	0.012488528541705186	0.21878973562721685	0.10414120239812205	8.397418022155762
25	2.2585260944914536	ecoli_colombos	minimal	spectral_biclust	20	10	0.04522603886987454	0.02228598115511185	0.21795081356957588	0.08532725398773744	8.397418022155762
26	2.084103318421903	ecoli_colombos	interconnected	spectral_biclust	20	10	0.060495204267470674	0.012680948640391897	0.21127166364370728	0.10300134684712736	8.397418022155762
27	2.4547007669867993	ecoli_colombos	strict	spectral_biclust	20	20	0.09405462974903189	0.021224554443773053	0.250922548942171	0.1637200152340633	16.4112229347229
28	2.5607340530414766	ecoli_colombos	minimal	spectral_biclust	20	20	0.03764437017137679	0.02579231754450479	0.18845395005763016	0.12221160514172023	16.4112229347229
29	2.6216119447352795	ecoli_colombos	interconnected	spectral_biclust	20	20	0.0627831609428443	0.016896277880289485	0.2055907203122875	0.14945850514236125	16.4112229347229
30	3.826661533150123	ecoli_colombos	strict	spectral_biclust	20	50	0.14271363234335752	0.04197298715245271	0.28276239277637827	0.2700989562806672	22.446606874465942
31	2.9339440539585118	ecoli_colombos	minimal	spectral_biclust	20	50	0.03596191289586133	0.03325664526598261	0.17083229874193137	0.1724049033102405	22.446606874465942
32	3.399613848153633	ecoli_colombos	interconnected	spectral_biclust	20	50	0.07135522963844054	0.028317563279409496	0.1931430907984942	0.21705833219562576	22.446606874465942
33	5.0260643698848	ecoli_colombos	strict	spectral_biclust	20	100	0.1619914066968667	0.057435722791226315	0.3663592023362146	0.36122728467926557	31.516188859939575
34	3.513166654384168	ecoli_colombos	minimal	spectral_biclust	20	100	0.03772687355240876	0.04580061861192116	0.19301036329269	0.21968453139822766	31.516188859939575
35	3.9778592231931293	ecoli_colombos	interconnected	spectral_biclust	20	100	0.07000938492063669	0.03444485477241563	0.22073869210798064	0.2692143176691444	31.516188859939575
36	6.060904857120763	ecoli_colombos	strict	spectral_biclust	20	200	0.18365970610082796	0.07017336767263367	0.4560240967389116	0.4256471953705736	54.7681610584259
37	4.114651802367899	ecoli_colombos	minimal	spectral_biclust	20	200	0.04147336012339672	0.058234272103698	0.22614326786834807	0.257255311931365	54.7681610584259
38	3.9898581558531654	ecoli_colombos	interconnected	spectral_biclust	20	200	0.056645451782007514	0.0325492349040728	0.24449350290009342	0.27758788579568394	54.7681610584259
39	6.046590757600738	ecoli_colombos	strict	spectral_biclust	20	300	0.16674187503972995	0.06669621922405494	0.5252979921172141	0.4006884066091842	67.14765095710754
40	3.605742905382029	ecoli_colombos	minimal	spectral_biclust	20	300	0.030930127498993917	0.04928449855839192	0.23009560656122113	0.23014915484796278	67.14765095710754
41	3.524062809260936	ecoli_colombos	interconnected	spectral_biclust	20	300	0.04456701832471402	0.0275861817923726	0.25283438461914404	0.2295787275418258	67.14765095710754
42	4.690082885364706	ecoli_colombos	strict	spectral_biclust	20	400	0.11840245802281939	0.04645253555748553	0.5465397246751761	0.2870277070569713	90.4097990989685
43	3.2200463313440966	ecoli_colombos	minimal	spectral_biclust	20	400	0.024295901517368237	0.041335558985459014	0.2628545997388223	0.19981381205921792	90.4097990989685
44	2.8386779045285286	ecoli_colombos	interconnected	spectral_biclust	20	400	0.03180550192588433	0.019029601935711987	0.2645667123519557	0.18496381536161197	90.4097990989685
45	3.8272753402004147	ecoli_colombos	strict	spectral_biclust	20	500	0.08706847424654188	0.039072071373300356	0.5025141495569885	0.2232748747042915	98.69931817054749
46	2.916709622223372	ecoli_colombos	minimal	spectral_biclust	20	500	0.019435002036332104	0.03828258478486425	0.25950701174576196	0.19631992039146884	98.69931817054749
47	2.1498492935600058	ecoli_colombos	interconnected	spectral_biclust	20	500	0.02285673980108656	0.015032675700859642	0.2763652054644702	0.1166327059184202	98.69931817054749
48	1.6908327029374994	ecoli_colombos	strict	spectral_biclust	50	10	0.07465884239893808	0.012976936181484294	0.21927517465649377	0.10777733053190183	27.520204067230225
49	2.3317067471379724	ecoli_colombos	minimal	spectral_biclust	50	10	0.04569741527216236	0.024921424667721636	0.22087849346403793	0.08560985553942582	27.520204067230225
50	2.1104346957940243	ecoli_colombos	interconnected	spectral_biclust	50	10	0.059960694008957746	0.013473837425899294	0.20999340990367737	0.10167667440818061	27.520204067230225
51	2.7136403464058576	ecoli_colombos	strict	spectral_biclust	50	20	0.10678909304289101	0.023501264744691348	0.27925091795861856	0.1789291401008249	34.18646216392517
52	2.679403257734262	ecoli_colombos	minimal	spectral_biclust	50	20	0.03954019736412443	0.028064280148775843	0.1942836745020158	0.12558993397813442	34.18646216392517
53	2.744615342022617	ecoli_colombos	interconnected	spectral_biclust	50	20	0.06601890851534961	0.018365427105263666	0.21517001356408283	0.1513380148689133	34.18646216392517
54	3.9966838210495075	ecoli_colombos	strict	spectral_biclust	50	50	0.15685288425123883	0.04383552958276383	0.2782078032271194	0.2960944429919973	44.63142800331116
55	3.455936571330161	ecoli_colombos	minimal	spectral_biclust	50	50	0.04537891644467365	0.04090103736532808	0.19860663291409075	0.1908930276542572	44.63142800331116
56	3.731193385959571	ecoli_colombos	interconnected	spectral_biclust	50	50	0.07949060670737652	0.03080524683309374	0.21118022533115466	0.239816626970399	44.63142800331116
57	5.627934248268891	ecoli_colombos	strict	spectral_biclust	50	100	0.18605745894863993	0.0669800663140851	0.40917525679031047	0.39074012358730115	70.45121121406555
58	4.345709225911144	ecoli_colombos	minimal	spectral_biclust	50	100	0.048239662320541755	0.06406636353734305	0.22350546156563295	0.2639994054688926	70.45121121406555
59	4.243984302608539	ecoli_colombos	interconnected	spectral_biclust	50	100	0.07637072986083163	0.03739577676025629	0.23376699082033273	0.28347503108140326	70.45121121406555
60	6.889645831792661	ecoli_colombos	strict	spectral_biclust	50	200	0.2140377231598784	0.08161948192309965	0.5424962757776663	0.4541139899545952	96.8585147857666
61	4.7312842729978755	ecoli_colombos	minimal	spectral_biclust	50	200	0.04991418653505306	0.0670364674067354	0.2566979870944939	0.28843102343639315	96.8585147857666
62	4.864840226247136	ecoli_colombos	interconnected	spectral_biclust	50	200	0.07803812079719967	0.04225931736222365	0.2868228304023636	0.3177320784454431	96.8585147857666
63	6.498028830579538	ecoli_colombos	strict	spectral_biclust	50	300	0.18511340495394127	0.07423482348913234	0.5490221828895036	0.4248976161970655	130.16850900650024
64	4.616173162570035	ecoli_colombos	minimal	spectral_biclust	50	300	0.039805820093098465	0.07003468895346586	0.26823332561575103	0.30253234905635235	130.16850900650024
65	4.0238119136752974	ecoli_colombos	interconnected	spectral_biclust	50	300	0.0551370400439448	0.03330954728610053	0.2595775060441427	0.26625666595572556	130.16850900650024
66	6.230001584256175	ecoli_colombos	strict	spectral_biclust	50	400	0.17153412608061017	0.07061508643995425	0.5716055626923129	0.38948921911831363	153.02864408493042
67	4.491127991899574	ecoli_colombos	minimal	spectral_biclust	50	400	0.041445539015571096	0.059467470589039347	0.29725644431295	0.26315860702872057	153.02864408493042
68	4.397084859898199	ecoli_colombos	interconnected	spectral_biclust	50	400	0.06313602663118711	0.03478375985930938	0.31782257806977765	0.2657481200203285	153.02864408493042
69	5.243968161927853	ecoli_colombos	strict	spectral_biclust	50	500	0.1322058536670822	0.057458667220810014	0.5393696975629051	0.32002038996050247	194.73300099372864
70	3.6028977761868357	ecoli_colombos	minimal	spectral_biclust	50	500	0.030183921059051502	0.048730310895487246	0.2891480249817029	0.19622125958381148	194.73300099372864
71	3.7043035219433746	ecoli_colombos	interconnected	spectral_biclust	50	500	0.05181174992280409	0.030089614663078086	0.2953549786280844	0.2059597723205486	194.73300099372864
72	1.802750709613662	ecoli_colombos	strict	spectral_biclust	100	10	0.08032107475036569	0.014610381192057759	0.23776469584262527	0.10799613149590771	38.72505497932434
73	2.3271884218356305	ecoli_colombos	minimal	spectral_biclust	100	10	0.04377366889965999	0.023613644867649712	0.21609258180103497	0.0895032755077246	38.72505497932434
74	2.2301209273215017	ecoli_colombos	interconnected	spectral_biclust	100	10	0.06502734548333364	0.014486593757276556	0.2231957076247703	0.10529847775990746	38.72505497932434
75	2.740868749345889	ecoli_colombos	strict	spectral_biclust	100	20	0.10909145362144972	0.02398094995991443	0.2790781461294094	0.1798203004998844	47.64411807060242
76	2.8934203665997993	ecoli_colombos	minimal	spectral_biclust	100	20	0.04380464658130541	0.03065816324864818	0.2049778138160521	0.1351237613517986	47.64411807060242
77	2.8909975997419384	ecoli_colombos	interconnected	spectral_biclust	100	20	0.07218899847577401	0.01961697082673094	0.2248660701226616	0.15711854302505665	47.64411807060242
78	3.8817128388279425	ecoli_colombos	strict	spectral_biclust	100	50	0.14611622707951544	0.042266031354378626	0.29148032126828405	0.2708500873463264	76.57117986679077
79	3.0949863119016676	ecoli_colombos	minimal	spectral_biclust	100	50	0.040382454531024216	0.0341916372925474	0.18116809766773126	0.17698846391968698	76.57117986679077
80	3.4217674877537894	ecoli_colombos	interconnected	spectral_biclust	100	50	0.0733982325647178	0.027856989012513468	0.19773723305544966	0.21683455603251425	76.57117986679077
81	5.760918902976512	ecoli_colombos	strict	spectral_biclust	100	100	0.1965272848158412	0.06760142524274783	0.4164395076256448	0.4030932758525356	113.84575200080872
82	4.759332299155697	ecoli_colombos	minimal	spectral_biclust	100	100	0.0564690692054453	0.0684506835067417	0.24006535637690385	0.2855410780003318	113.84575200080872
83	4.661277295816346	ecoli_colombos	interconnected	spectral_biclust	100	100	0.08921520994743265	0.041726142044142114	0.24971786437777138	0.3112048303882255	113.84575200080872
84	7.678570726960528	ecoli_colombos	strict	spectral_biclust	100	200	0.25484017275192655	0.09648590580393898	0.5595943180956406	0.5119947765008506	168.01657795906067
85	5.31078927589658	ecoli_colombos	minimal	spectral_biclust	100	200	0.054919030061253614	0.07866413762807362	0.28496697239231655	0.3245316210340216	168.01657795906067
86	4.975474465495825	ecoli_colombos	interconnected	spectral_biclust	100	200	0.08129431722399884	0.045039265952147294	0.291611622000899	0.3149475789628755	168.01657795906067
87	7.7915485235704836	ecoli_colombos	strict	spectral_biclust	100	300	0.23666861658606655	0.09634784373198867	0.6126682628717619	0.5026762326122876	228.79768681526184
88	5.506693726501215	ecoli_colombos	minimal	spectral_biclust	100	300	0.053612342229686506	0.08340843594566656	0.31134739931386457	0.33042327484235956	228.79768681526184
89	4.855222064139279	ecoli_colombos	interconnected	spectral_biclust	100	300	0.07592641896803315	0.04365721893507795	0.306941351721333	0.29096379814907286	228.79768681526184
90	7.0709871313782475	ecoli_colombos	strict	spectral_biclust	100	400	0.20144328411756746	0.08363210966653926	0.5647673656301282	0.47215673447553197	280.9073050022125
91	4.802390355502668	ecoli_colombos	minimal	spectral_biclust	100	400	0.04189209490567992	0.07231369179317071	0.3148658928231331	0.2770877509303602	280.9073050022125
92	4.370792934112047	ecoli_colombos	interconnected	spectral_biclust	100	400	0.06005388041545523	0.03626868995881672	0.3033095032265339	0.2689389962364854	280.9073050022125
93	6.6392301366839375	ecoli_colombos	strict	spectral_biclust	100	500	0.18513108716593302	0.07645615556749513	0.6132950534313577	0.4074115226424394	351.1018600463867
94	4.835066853643484	ecoli_colombos	minimal	spectral_biclust	100	500	0.04421095682873556	0.06716436179734353	0.35762727083765394	0.2542622498663665	351.1018600463867
95	4.617563369856272	ecoli_colombos	interconnected	spectral_biclust	100	500	0.06796281667619362	0.036258253477340296	0.3639136233412588	0.2598691840113409	351.1018600463867
96	1.764257829355733	ecoli_colombos	strict	spectral_biclust	200	10	0.07990933254986197	0.014062203469672394	0.22619614673805877	0.1084705503914951	79.5149028301239
97	2.3463542685446903	ecoli_colombos	minimal	spectral_biclust	200	10	0.047021638098077224	0.024319729660514593	0.22395960577949792	0.08671352519394508	79.5149028301239
98	2.1914714092035132	ecoli_colombos	interconnected	spectral_biclust	200	10	0.06451719496927145	0.013948167559014875	0.2199864126711072	0.10475396743964542	79.5149028301239
99	2.666114251921747	ecoli_colombos	strict	spectral_biclust	200	20	0.10749610088746135	0.023532921676262242	0.2673510431923104	0.17478215479051368	72.14907598495483
100	2.6859166876819276	ecoli_colombos	minimal	spectral_biclust	200	20	0.04118416877426965	0.02738857984663144	0.20641910107038783	0.12150630493748156	72.14907598495483
101	2.72336672269831	ecoli_colombos	interconnected	spectral_biclust	200	20	0.06523321824203485	0.018813084763319513	0.21477314463171598	0.14587660852954723	72.14907598495483
102	4.8595837773925705	ecoli_colombos	strict	spectral_biclust	200	50	0.1875518388330156	0.05716389674437321	0.35639358456221926	0.32538731348551264	171.74777102470398
103	4.029452601685303	ecoli_colombos	minimal	spectral_biclust	200	50	0.05412519686854976	0.04804538615984719	0.2266630206640389	0.22307249232416737	171.74777102470398
104	4.318950645741208	ecoli_colombos	interconnected	spectral_biclust	200	50	0.09432288962373658	0.03817279667201598	0.24696463345299516	0.25915433297480234	171.74777102470398
105	5.284614684372593	ecoli_colombos	strict	spectral_biclust	200	100	0.18791838475476946	0.059879430547868595	0.3866890522421769	0.3713120813807944	291.96040511131287
106	4.629263432541879	ecoli_colombos	minimal	spectral_biclust	200	100	0.04987491241012288	0.06651377894176591	0.23893025891043493	0.2914348400328912	291.96040511131287
107	4.195276837627786	ecoli_colombos	interconnected	spectral_biclust	200	100	0.07787620329022317	0.036087141785027387	0.23765928124620816	0.27304406853766233	291.96040511131287
108	8.082313523517692	ecoli_colombos	strict	spectral_biclust	200	200	0.2674149852221379	0.10329219450599567	0.5960312554208271	0.5278457077709741	458.97752594947815
109	6.02853052454187	ecoli_colombos	minimal	spectral_biclust	200	200	0.0659736172637395	0.09200596124694904	0.32393151667811343	0.3456979414431592	458.97752594947815
110	5.685982836682747	ecoli_colombos	interconnected	spectral_biclust	200	200	0.10176742956128032	0.053531391621204016	0.31653321679638946	0.35827965858947897	458.97752594947815
111	7.661581301568487	ecoli_colombos	strict	spectral_biclust	200	300	0.23946381949175216	0.09336982205667559	0.5991087696578254	0.4975978401587954	566.5434160232544
112	5.9547207158972695	ecoli_colombos	minimal	spectral_biclust	200	300	0.05692432880233079	0.09100234507823916	0.3461420162768656	0.35108341626153283	566.5434160232544
113	5.256942935006168	ecoli_colombos	interconnected	spectral_biclust	200	300	0.08193595502159977	0.045772583547697004	0.321908983241279	0.3330593460441462	566.5434160232544
114	7.265078173378809	ecoli_colombos	strict	spectral_biclust	200	400	0.21527974281944126	0.084641728890074	0.6091093548573973	0.46637764110259544	750.9858720302582
115	5.8632490761854985	ecoli_colombos	minimal	spectral_biclust	200	400	0.058261763358372534	0.08283138405801625	0.35954408482482814	0.33207893003817873	750.9858720302582
116	5.056253961965958	ecoli_colombos	interconnected	spectral_biclust	200	400	0.07933229687526001	0.04289209664842102	0.3346818014751127	0.3020359070532919	750.9858720302582
117	6.642673096705784	ecoli_colombos	strict	spectral_biclust	200	500	0.18713355038204593	0.0774941267112265	0.5651750411200469	0.42716682602256417	858.9381539821625
118	5.319762130789008	ecoli_colombos	minimal	spectral_biclust	200	500	0.04999726185102856	0.0713304971477278	0.3539773260642428	0.30290401541870865	858.9381539821625
119	4.790036591518121	ecoli_colombos	interconnected	spectral_biclust	200	500	0.0701464312267185	0.03835704036700617	0.32708997601023565	0.2988010658313063	858.9381539821625
120	1.6008833812829304	ecoli_colombos	strict	spectral_biclust	300	10	0.07926838987091121	0.01100849539426093	0.2260037388206975	0.10849584161331328	154.62321400642395
121	2.3892008967951814	ecoli_colombos	minimal	spectral_biclust	300	10	0.04812724142671659	0.023616385718995457	0.2214935547008522	0.09149468308317123	154.62321400642395
122	2.0087923462462456	ecoli_colombos	interconnected	spectral_biclust	300	10	0.06412839288150894	0.011080534076385495	0.21278492930387483	0.1043279483277918	154.62321400642395
123	2.721718784829503	ecoli_colombos	strict	spectral_biclust	300	20	0.10572759880906836	0.02379743188997517	0.27946213519681834	0.1786049787847132	207.84742403030396
124	3.014824434546276	ecoli_colombos	minimal	spectral_biclust	300	20	0.046002354360756705	0.03233856718908493	0.21968884993699817	0.13676319047015736	207.84742403030396
125	3.0022918070860474	ecoli_colombos	interconnected	spectral_biclust	300	20	0.07181948127998422	0.020741788718916354	0.23193532454620094	0.16316249625736182	207.84742403030396
126	4.948069486608987	ecoli_colombos	strict	spectral_biclust	300	50	0.19636862014304962	0.05773572734212652	0.35973719040986624	0.33391880788525113	299.11986112594604
127	3.9360143070292026	ecoli_colombos	minimal	spectral_biclust	300	50	0.053546033242832664	0.04791394835811205	0.22534137901412268	0.2098669215506055	299.11986112594604
128	4.042071870043326	ecoli_colombos	interconnected	spectral_biclust	300	50	0.09246676812064374	0.03512814112658955	0.22966955944708214	0.2439457541507712	299.11986112594604
129	5.612789542535897	ecoli_colombos	strict	spectral_biclust	300	100	0.19348711005408734	0.06910925574839287	0.4023774845680755	0.38164481937734734	434.0544650554657
130	5.113293583805075	ecoli_colombos	minimal	spectral_biclust	300	100	0.06572778845136389	0.07051202733018992	0.25420313209763373	0.3029364751130849	434.0544650554657
131	5.1430440269707	ecoli_colombos	interconnected	spectral_biclust	300	100	0.1006539062538312	0.04856130713191649	0.2744828181206514	0.3294012798834552	434.0544650554657
132	7.519657098732841	ecoli_colombos	strict	spectral_biclust	300	200	0.24887013775911465	0.09358112878743012	0.5366497242007837	0.5150031019895732	630.1644170284271
133	5.934435464725711	ecoli_colombos	minimal	spectral_biclust	300	200	0.06377756095318435	0.09173188753568365	0.30912397511708817	0.35466879813439933	630.1644170284271
134	5.473003216185734	ecoli_colombos	interconnected	spectral_biclust	300	200	0.09857328256298986	0.05077162839916135	0.2991995564973463	0.3549997866258665	630.1644170284271
135	8.196973978791453	ecoli_colombos	strict	spectral_biclust	300	300	0.25945865424003456	0.09896384006805503	0.6232962722559175	0.5468766734015559	822.8126840591431
136	5.836405506055054	ecoli_colombos	minimal	spectral_biclust	300	300	0.05953930688633715	0.08994118118533087	0.3285841413273154	0.334969117166217	822.8126840591431
137	5.184544872547034	ecoli_colombos	interconnected	spectral_biclust	300	300	0.08300474061343986	0.045842640854556124	0.3086465146395154	0.3309071824787463	822.8126840591431
138	7.581374999511881	ecoli_colombos	strict	spectral_biclust	300	400	0.22529278108305034	0.09158107039088641	0.5951111034597177	0.5003364993519062	935.2048358917236
139	5.148831914807114	ecoli_colombos	minimal	spectral_biclust	300	400	0.04903331021390873	0.0751099906881328	0.3226014600381878	0.29093897830576476	935.2048358917236
140	4.349141328061988	ecoli_colombos	interconnected	spectral_biclust	300	400	0.059526200728491685	0.03672565478161695	0.2967925384030504	0.2685934234336745	935.2048358917236
141	7.281676614407248	ecoli_colombos	strict	spectral_biclust	300	500	0.21851532384770114	0.08745422764473447	0.6191010184306149	0.45193640997976525	1203.9748749732971
142	5.229630002307997	ecoli_colombos	minimal	spectral_biclust	300	500	0.050441721284460755	0.07285221741298722	0.35139912076299734	0.2826825745961778	1203.9748749732971
143	4.927667616326178	ecoli_colombos	interconnected	spectral_biclust	300	500	0.07777294899879263	0.04224410001566066	0.33915933427358425	0.2818672344224496	1203.9748749732971
144	1.735414238360798	ecoli_colombos	strict	spectral_biclust	400	10	0.07898188967117144	0.013311773809367117	0.22848071720228116	0.1092958279904109	183.75931310653687
145	2.342898282596484	ecoli_colombos	minimal	spectral_biclust	400	10	0.044172512008056296	0.023907508642346257	0.21613612845006658	0.09001408630175603	183.75931310653687
146	2.180441960572836	ecoli_colombos	interconnected	spectral_biclust	400	10	0.0631333776833688	0.013769711936727526	0.21881500920333002	0.10516275328626208	183.75931310653687
147	2.961643102992742	ecoli_colombos	strict	spectral_biclust	400	20	0.12081834253314747	0.027552900895939078	0.2914191332030043	0.18728531469423185	252.62280893325806
148	2.6621375013539126	ecoli_colombos	minimal	spectral_biclust	400	20	0.04231013274647774	0.026854007646087787	0.20858896405144037	0.11815867124784606	252.62280893325806
149	3.0433023982378473	ecoli_colombos	interconnected	spectral_biclust	400	20	0.07529193958844299	0.021920501211934174	0.23715761662714857	0.15806537723112757	252.62280893325806
150	4.527733134807284	ecoli_colombos	strict	spectral_biclust	400	50	0.17566662625528925	0.04844280375737469	0.3367048894939559	0.32114219404742006	308.8144521713257
151	3.8580494093814	ecoli_colombos	minimal	spectral_biclust	400	50	0.049076727128306304	0.04848054284373607	0.226081170024924	0.20528883506867	308.8144521713257
152	3.7700917402297214	ecoli_colombos	interconnected	spectral_biclust	400	50	0.08255761499810073	0.030689337507649704	0.2168631900267219	0.2386745448620901	308.8144521713257
153	6.420945224965619	ecoli_colombos	strict	spectral_biclust	400	100	0.22891367764882253	0.07988395019443886	0.4553158289182268	0.4345852638084891	472.81049609184265
154	5.031215894612051	ecoli_colombos	minimal	spectral_biclust	400	100	0.06344565901125088	0.06942574423575495	0.2560146356217303	0.2936648609803967	472.81049609184265
155	5.079244673102727	ecoli_colombos	interconnected	spectral_biclust	400	100	0.10455911910514444	0.047722759205463004	0.2626432598413376	0.33384039173071933	472.81049609184265
156	8.547434121220196	ecoli_colombos	strict	spectral_biclust	400	200	0.2845606131825015	0.10932963056692638	0.6102134908704907	0.5738172302106177	674.1977369785309
157	6.142468590696614	ecoli_colombos	minimal	spectral_biclust	400	200	0.06996626387785848	0.09040315773940875	0.3183764349892529	0.36295644523100234	674.1977369785309
158	6.09986559151961	ecoli_colombos	interconnected	spectral_biclust	400	200	0.11025712443224318	0.05759979192631823	0.34215252104343924	0.37903009809392213	674.1977369785309
159	7.7981198506091385	ecoli_colombos	strict	spectral_biclust	400	300	0.23580995490323237	0.09421702715064345	0.5973520071938347	0.5229824585994123	993.2265691757202
160	5.633188119812844	ecoli_colombos	minimal	spectral_biclust	400	300	0.05685865207968739	0.08149956151453591	0.3170374199038928	0.3381080599046212	993.2265691757202
161	5.427135655206883	ecoli_colombos	interconnected	spectral_biclust	400	300	0.08827761085186714	0.04848350470817121	0.3187244482953756	0.34666887670455476	993.2265691757202
162	7.878895502968729	ecoli_colombos	strict	spectral_biclust	400	400	0.23625998923637298	0.09622241318106771	0.6422903965294311	0.49949808454382527	1166.785127878189
163	5.845816888252826	ecoli_colombos	minimal	spectral_biclust	400	400	0.05912305421731259	0.08083734014016977	0.35167825406592357	0.3364658627670994	1166.785127878189
164	5.4132128616346975	ecoli_colombos	interconnected	spectral_biclust	400	400	0.0842902948975695	0.04680281578904453	0.35281273721638895	0.3244978306511069	1166.785127878189
165	6.620190461502682	ecoli_colombos	strict	spectral_biclust	400	500	0.18793766916468585	0.07600578965498488	0.5792207471551873	0.4206577532376183	1527.2795660495758
166	4.966410991384877	ecoli_colombos	minimal	spectral_biclust	400	500	0.04431081843336435	0.07254946809505496	0.3326523968943448	0.2801726493345599	1527.2795660495758
167	4.7481744126125625	ecoli_colombos	interconnected	spectral_biclust	400	500	0.07070924063542118	0.03862775756556507	0.3337675635712278	0.2832516685236911	1527.2795660495758
168	1.8055928203167384	ecoli_colombos	strict	spectral_biclust	500	10	0.08305626113914659	0.01405543095809539	0.23225500415118297	0.1131145780785345	137.5395917892456
169	2.4186569496789554	ecoli_colombos	minimal	spectral_biclust	500	10	0.04788633743917668	0.0257260012334127	0.2225080527038123	0.08980476210025534	137.5395917892456
170	2.1888923005415304	ecoli_colombos	interconnected	spectral_biclust	500	10	0.06450594634266292	0.013996449464072065	0.21596496838666068	0.10511403476464062	137.5395917892456
171	2.742078084564259	ecoli_colombos	strict	spectral_biclust	500	20	0.10435910161002351	0.024564707700929035	0.2799962922934626	0.17740215173471785	167.00469303131104
172	2.877726423092045	ecoli_colombos	minimal	spectral_biclust	500	20	0.0432827676332634	0.031684773123369404	0.20630975108225652	0.13064033913403594	167.00469303131104
173	2.8160936195415354	ecoli_colombos	interconnected	spectral_biclust	500	20	0.06693359521961012	0.019510474269238687	0.21749588818540105	0.15295335194190995	167.00469303131104
174	4.663675516921441	ecoli_colombos	strict	spectral_biclust	500	50	0.1806261647857736	0.053857509790839315	0.3377803155060835	0.31987324882248236	268.7217798233032
