	F1norm_rprr	TOMDenom	datasetname	deepSplit	detectCutHeight	knownmodules	mergeCutHeight	method	minModuleSize	power	precision	reassignThreshold	recall	recovery	relevance	runningtime
12	9.591365670969376	min	ecoli_colombos	2	0.995	strict	0.05	wgcna	5	5.0	0.26515513652913647	1e-06	0.29511859025172976	0.630584221335088	0.5167302302689871	128.0691921710968
13	6.197795222037853	min	ecoli_colombos	2	0.995	minimal	0.05	wgcna	5	5.0	0.0551396885228348	1e-06	0.15070390434996814	0.3688533127399986	0.31408461985298824	128.0691921710968
14	6.300562029035076	min	ecoli_colombos	2	0.995	interconnected	0.05	wgcna	5	5.0	0.08947197210638358	1e-06	0.13238090691175006	0.34525409559347003	0.3140753264361415	128.0691921710968
15	9.237799410007892	min	ecoli_colombos	2	0.995	strict	0.05	wgcna	5	6.0	0.25108482597187753	1e-06	0.2930924152364497	0.6223278752316203	0.4868949695121106	127.83350610733032
16	6.186634474814166	min	ecoli_colombos	2	0.995	minimal	0.05	wgcna	5	6.0	0.056133797244612295	1e-06	0.15061432204515546	0.37101963599529475	0.30654719808775344	127.83350610733032
17	6.3533787302189415	min	ecoli_colombos	2	0.995	interconnected	0.05	wgcna	5	6.0	0.08978331215466208	1e-06	0.14082634730715468	0.3573408055763406	0.30623827410351484	127.83350610733032
18	8.876927318456696	min	ecoli_colombos	2	0.995	strict	0.05	wgcna	5	7.0	0.23108112889760907	1e-06	0.2739840337455533	0.6336865232150424	0.45521413404905015	131.05852699279785
19	5.402329286706874	min	ecoli_colombos	2	0.995	minimal	0.05	wgcna	5	7.0	0.04901299906527661	1e-06	0.12814551604049185	0.3552579475382356	0.25138322788513817	131.05852699279785
20	6.226394272798479	min	ecoli_colombos	2	0.995	interconnected	0.05	wgcna	5	7.0	0.08328251483430348	1e-06	0.1307055773336463	0.3698842971076013	0.2960736335258675	131.05852699279785
21	7.534387180270263	min	ecoli_colombos	2	0.995	strict	0.05	wgcna	5	8.0	0.18300302380706113	1e-06	0.22167546751895317	0.6298286940434268	0.3585668113039606	130.7792158126831
22	5.071613870052166	min	ecoli_colombos	2	0.995	minimal	0.05	wgcna	5	8.0	0.04646028330448664	1e-06	0.10875248522174419	0.3579368521103456	0.23015027477836328	130.7792158126831
23	5.718666297006185	min	ecoli_colombos	2	0.995	interconnected	0.05	wgcna	5	8.0	0.06784676885057347	1e-06	0.1126446658605485	0.3756531663671478	0.26780808535721856	130.7792158126831
24	6.9342202403028645	min	ecoli_colombos	2	0.995	strict	0.05	wgcna	5	9.0	0.1652089677160572	1e-06	0.2058230305937963	0.6095700658245727	0.32195484870515584	129.61560010910034
25	4.271435638793739	min	ecoli_colombos	2	0.995	minimal	0.05	wgcna	5	9.0	0.033289930015431485	1e-06	0.09729230058155643	0.3292173445918134	0.20460063640213974	129.61560010910034
26	5.2822122850451825	min	ecoli_colombos	2	0.995	interconnected	0.05	wgcna	5	9.0	0.060961459272761045	1e-06	0.10361209428331872	0.3670571921513093	0.24093162138001048	129.61560010910034
27	6.649761486103932	min	ecoli_colombos	2	0.995	strict	0.05	wgcna	5	10.0	0.1549486308183719	1e-06	0.18857226999657598	0.6352915920396739	0.300394158069311	135.6529459953308
28	3.9410705248992954	min	ecoli_colombos	2	0.995	minimal	0.05	wgcna	5	10.0	0.029923735875448377	1e-06	0.08540053978269474	0.34349783491867514	0.182734756579266	135.6529459953308
29	4.874508085235705	min	ecoli_colombos	2	0.995	interconnected	0.05	wgcna	5	10.0	0.05364696794618514	1e-06	0.09027654398882697	0.3694194855104114	0.21776024292612425	135.6529459953308
30	5.046787425855497	min	ecoli_colombos	2	0.995	strict	0.1	wgcna	5	1.0	0.13495525002645276	1e-06	0.12146791100496117	0.4297072962909891	0.24305002715423424	125.0675139427185
31	3.4092097366372927	min	ecoli_colombos	2	0.995	minimal	0.1	wgcna	5	1.0	0.032890799962356554	1e-06	0.06253428550785042	0.24154351987733488	0.15675633120176674	125.0675139427185
32	4.082274309703352	min	ecoli_colombos	2	0.995	interconnected	0.1	wgcna	5	1.0	0.060601559074915774	1e-06	0.0685335237919202	0.2602240658246928	0.18799672563685116	125.0675139427185
33	6.667624020623443	min	ecoli_colombos	2	0.995	strict	0.1	wgcna	5	2.0	0.2103458227186037	1e-06	0.18945827817511351	0.4641124464847407	0.339745695770793	123.62556290626526
34	4.974242905828374	min	ecoli_colombos	2	0.995	minimal	0.1	wgcna	5	2.0	0.050738329622891556	1e-06	0.10755116113287129	0.3219579987420144	0.2220040010177795	123.62556290626526
35	4.981868298993093	min	ecoli_colombos	2	0.995	interconnected	0.1	wgcna	5	2.0	0.0855085994327235	1e-06	0.10134397817143796	0.2871196284474137	0.22610693833930923	123.62556290626526
36	9.208125780350887	min	ecoli_colombos	2	0.995	strict	0.1	wgcna	5	3.0	0.2845988655239067	1e-06	0.2860493796296796	0.5719634318138507	0.5064843468853514	116.84892106056213
37	6.212093476267121	min	ecoli_colombos	2	0.995	minimal	0.1	wgcna	5	3.0	0.06116219272315077	1e-06	0.1478430254452187	0.35451702481536573	0.3039420452024783	116.84892106056213
38	6.494686975789281	min	ecoli_colombos	2	0.995	interconnected	0.1	wgcna	5	3.0	0.10840436456302124	1e-06	0.14349418153880414	0.3426513992682562	0.314362892359578	116.84892106056213
39	9.289332501440775	min	ecoli_colombos	2	0.995	strict	0.1	wgcna	5	4.0	0.2656798942566536	1e-06	0.27996939781596447	0.5863303785915722	0.516261351238112	123.802011013031
40	6.091097100814231	min	ecoli_colombos	2	0.995	minimal	0.1	wgcna	5	4.0	0.054455830784434674	1e-06	0.148726226823711	0.35157688553808686	0.31536371050877154	123.802011013031
41	6.124754713991963	min	ecoli_colombos	2	0.995	interconnected	0.1	wgcna	5	4.0	0.09293452588112225	1e-06	0.12996325723085322	0.3236791370122719	0.3078709767847928	123.802011013031
42	9.591365670969376	min	ecoli_colombos	2	0.995	strict	0.1	wgcna	5	5.0	0.26515513652913647	1e-06	0.29511859025172976	0.630584221335088	0.5167302302689871	122.03271389007568
43	6.197795222037853	min	ecoli_colombos	2	0.995	minimal	0.1	wgcna	5	5.0	0.0551396885228348	1e-06	0.15070390434996814	0.3688533127399986	0.31408461985298824	122.03271389007568
44	6.300562029035076	min	ecoli_colombos	2	0.995	interconnected	0.1	wgcna	5	5.0	0.08947197210638358	1e-06	0.13238090691175006	0.34525409559347003	0.3140753264361415	122.03271389007568
45	9.237799410007892	min	ecoli_colombos	2	0.995	strict	0.1	wgcna	5	6.0	0.25108482597187753	1e-06	0.2930924152364497	0.6223278752316203	0.4868949695121106	130.81857204437256
46	6.186634474814166	min	ecoli_colombos	2	0.995	minimal	0.1	wgcna	5	6.0	0.056133797244612295	1e-06	0.15061432204515546	0.37101963599529475	0.30654719808775344	130.81857204437256
47	6.3533787302189415	min	ecoli_colombos	2	0.995	interconnected	0.1	wgcna	5	6.0	0.08978331215466208	1e-06	0.14082634730715468	0.3573408055763406	0.30623827410351484	130.81857204437256
48	8.876927318456696	min	ecoli_colombos	2	0.995	strict	0.1	wgcna	5	7.0	0.23108112889760907	1e-06	0.2739840337455533	0.6336865232150424	0.45521413404905015	126.0654649734497
49	5.402329286706874	min	ecoli_colombos	2	0.995	minimal	0.1	wgcna	5	7.0	0.04901299906527661	1e-06	0.12814551604049185	0.3552579475382356	0.25138322788513817	126.0654649734497
50	6.226394272798479	min	ecoli_colombos	2	0.995	interconnected	0.1	wgcna	5	7.0	0.08328251483430348	1e-06	0.1307055773336463	0.3698842971076013	0.2960736335258675	126.0654649734497
51	7.534387180270263	min	ecoli_colombos	2	0.995	strict	0.1	wgcna	5	8.0	0.18300302380706113	1e-06	0.22167546751895317	0.6298286940434268	0.3585668113039606	133.512216091156
52	5.071613870052166	min	ecoli_colombos	2	0.995	minimal	0.1	wgcna	5	8.0	0.04646028330448664	1e-06	0.10875248522174419	0.3579368521103456	0.23015027477836328	133.512216091156
53	5.718666297006185	min	ecoli_colombos	2	0.995	interconnected	0.1	wgcna	5	8.0	0.06784676885057347	1e-06	0.1126446658605485	0.3756531663671478	0.26780808535721856	133.512216091156
54	6.9342202403028645	min	ecoli_colombos	2	0.995	strict	0.1	wgcna	5	9.0	0.1652089677160572	1e-06	0.2058230305937963	0.6095700658245727	0.32195484870515584	134.03349900245667
55	4.271435638793739	min	ecoli_colombos	2	0.995	minimal	0.1	wgcna	5	9.0	0.033289930015431485	1e-06	0.09729230058155643	0.3292173445918134	0.20460063640213974	134.03349900245667
56	5.2822122850451825	min	ecoli_colombos	2	0.995	interconnected	0.1	wgcna	5	9.0	0.060961459272761045	1e-06	0.10361209428331872	0.3670571921513093	0.24093162138001048	134.03349900245667
57	6.649761486103932	min	ecoli_colombos	2	0.995	strict	0.1	wgcna	5	10.0	0.1549486308183719	1e-06	0.18857226999657598	0.6352915920396739	0.300394158069311	131.1071639060974
58	3.9410705248992954	min	ecoli_colombos	2	0.995	minimal	0.1	wgcna	5	10.0	0.029923735875448377	1e-06	0.08540053978269474	0.34349783491867514	0.182734756579266	131.1071639060974
59	4.874508085235705	min	ecoli_colombos	2	0.995	interconnected	0.1	wgcna	5	10.0	0.05364696794618514	1e-06	0.09027654398882697	0.3694194855104114	0.21776024292612425	131.1071639060974
60	5.046787425855497	min	ecoli_colombos	2	0.995	strict	0.15000000000000002	wgcna	5	1.0	0.13495525002645276	1e-06	0.12146791100496117	0.4297072962909891	0.24305002715423424	125.73984217643738
61	3.4092097366372927	min	ecoli_colombos	2	0.995	minimal	0.15000000000000002	wgcna	5	1.0	0.032890799962356554	1e-06	0.06253428550785042	0.24154351987733488	0.15675633120176674	125.73984217643738
62	4.082274309703352	min	ecoli_colombos	2	0.995	interconnected	0.15000000000000002	wgcna	5	1.0	0.060601559074915774	1e-06	0.0685335237919202	0.2602240658246928	0.18799672563685116	125.73984217643738
63	6.667624020623443	min	ecoli_colombos	2	0.995	strict	0.15000000000000002	wgcna	5	2.0	0.2103458227186037	1e-06	0.18945827817511351	0.4641124464847407	0.339745695770793	124.15302395820618
64	4.974242905828374	min	ecoli_colombos	2	0.995	minimal	0.15000000000000002	wgcna	5	2.0	0.050738329622891556	1e-06	0.10755116113287129	0.3219579987420144	0.2220040010177795	124.15302395820618
65	4.981868298993093	min	ecoli_colombos	2	0.995	interconnected	0.15000000000000002	wgcna	5	2.0	0.0855085994327235	1e-06	0.10134397817143796	0.2871196284474137	0.22610693833930923	124.15302395820618
66	9.208125780350887	min	ecoli_colombos	2	0.995	strict	0.15000000000000002	wgcna	5	3.0	0.2845988655239067	1e-06	0.2860493796296796	0.5719634318138507	0.5064843468853514	121.14237904548645
67	6.212093476267121	min	ecoli_colombos	2	0.995	minimal	0.15000000000000002	wgcna	5	3.0	0.06116219272315077	1e-06	0.1478430254452187	0.35451702481536573	0.3039420452024783	121.14237904548645
68	6.494686975789281	min	ecoli_colombos	2	0.995	interconnected	0.15000000000000002	wgcna	5	3.0	0.10840436456302124	1e-06	0.14349418153880414	0.3426513992682562	0.314362892359578	121.14237904548645
69	9.289332501440775	min	ecoli_colombos	2	0.995	strict	0.15000000000000002	wgcna	5	4.0	0.2656798942566536	1e-06	0.27996939781596447	0.5863303785915722	0.516261351238112	122.22908687591553
70	6.091097100814231	min	ecoli_colombos	2	0.995	minimal	0.15000000000000002	wgcna	5	4.0	0.054455830784434674	1e-06	0.148726226823711	0.35157688553808686	0.31536371050877154	122.22908687591553
71	6.124754713991963	min	ecoli_colombos	2	0.995	interconnected	0.15000000000000002	wgcna	5	4.0	0.09293452588112225	1e-06	0.12996325723085322	0.3236791370122719	0.3078709767847928	122.22908687591553
72	9.591365670969376	min	ecoli_colombos	2	0.995	strict	0.15000000000000002	wgcna	5	5.0	0.26515513652913647	1e-06	0.29511859025172976	0.630584221335088	0.5167302302689871	120.07702493667603
73	6.197795222037853	min	ecoli_colombos	2	0.995	minimal	0.15000000000000002	wgcna	5	5.0	0.0551396885228348	1e-06	0.15070390434996814	0.3688533127399986	0.31408461985298824	120.07702493667603
74	6.300562029035076	min	ecoli_colombos	2	0.995	interconnected	0.15000000000000002	wgcna	5	5.0	0.08947197210638358	1e-06	0.13238090691175006	0.34525409559347003	0.3140753264361415	120.07702493667603
75	9.237799410007892	min	ecoli_colombos	2	0.995	strict	0.15000000000000002	wgcna	5	6.0	0.25108482597187753	1e-06	0.2930924152364497	0.6223278752316203	0.4868949695121106	128.5824589729309
76	6.186634474814166	min	ecoli_colombos	2	0.995	minimal	0.15000000000000002	wgcna	5	6.0	0.056133797244612295	1e-06	0.15061432204515546	0.37101963599529475	0.30654719808775344	128.5824589729309
77	6.3533787302189415	min	ecoli_colombos	2	0.995	interconnected	0.15000000000000002	wgcna	5	6.0	0.08978331215466208	1e-06	0.14082634730715468	0.3573408055763406	0.30623827410351484	128.5824589729309
78	8.876927318456696	min	ecoli_colombos	2	0.995	strict	0.15000000000000002	wgcna	5	7.0	0.23108112889760907	1e-06	0.2739840337455533	0.6336865232150424	0.45521413404905015	132.11725902557373
79	5.402329286706874	min	ecoli_colombos	2	0.995	minimal	0.15000000000000002	wgcna	5	7.0	0.04901299906527661	1e-06	0.12814551604049185	0.3552579475382356	0.25138322788513817	132.11725902557373
80	6.226394272798479	min	ecoli_colombos	2	0.995	interconnected	0.15000000000000002	wgcna	5	7.0	0.08328251483430348	1e-06	0.1307055773336463	0.3698842971076013	0.2960736335258675	132.11725902557373
81	7.534387180270263	min	ecoli_colombos	2	0.995	strict	0.15000000000000002	wgcna	5	8.0	0.18300302380706113	1e-06	0.22167546751895317	0.6298286940434268	0.3585668113039606	130.337993144989
82	5.071613870052166	min	ecoli_colombos	2	0.995	minimal	0.15000000000000002	wgcna	5	8.0	0.04646028330448664	1e-06	0.10875248522174419	0.3579368521103456	0.23015027477836328	130.337993144989
83	5.718666297006185	min	ecoli_colombos	2	0.995	interconnected	0.15000000000000002	wgcna	5	8.0	0.06784676885057347	1e-06	0.1126446658605485	0.3756531663671478	0.26780808535721856	130.337993144989
84	6.9342202403028645	min	ecoli_colombos	2	0.995	strict	0.15000000000000002	wgcna	5	9.0	0.1652089677160572	1e-06	0.2058230305937963	0.6095700658245727	0.32195484870515584	133.66607689857483
85	4.271435638793739	min	ecoli_colombos	2	0.995	minimal	0.15000000000000002	wgcna	5	9.0	0.033289930015431485	1e-06	0.09729230058155643	0.3292173445918134	0.20460063640213974	133.66607689857483
86	5.2822122850451825	min	ecoli_colombos	2	0.995	interconnected	0.15000000000000002	wgcna	5	9.0	0.060961459272761045	1e-06	0.10361209428331872	0.3670571921513093	0.24093162138001048	133.66607689857483
87	6.649761486103932	min	ecoli_colombos	2	0.995	strict	0.15000000000000002	wgcna	5	10.0	0.1549486308183719	1e-06	0.18857226999657598	0.6352915920396739	0.300394158069311	133.71634721755981
88	3.9410705248992954	min	ecoli_colombos	2	0.995	minimal	0.15000000000000002	wgcna	5	10.0	0.029923735875448377	1e-06	0.08540053978269474	0.34349783491867514	0.182734756579266	133.71634721755981
89	4.874508085235705	min	ecoli_colombos	2	0.995	interconnected	0.15000000000000002	wgcna	5	10.0	0.05364696794618514	1e-06	0.09027654398882697	0.3694194855104114	0.21776024292612425	133.71634721755981
90	5.046787425855497	min	ecoli_colombos	2	0.995	strict	0.2	wgcna	5	1.0	0.13495525002645276	1e-06	0.12146791100496117	0.4297072962909891	0.24305002715423424	129.6764280796051
91	3.4092097366372927	min	ecoli_colombos	2	0.995	minimal	0.2	wgcna	5	1.0	0.032890799962356554	1e-06	0.06253428550785042	0.24154351987733488	0.15675633120176674	129.6764280796051
92	4.082274309703352	min	ecoli_colombos	2	0.995	interconnected	0.2	wgcna	5	1.0	0.060601559074915774	1e-06	0.0685335237919202	0.2602240658246928	0.18799672563685116	129.6764280796051
93	6.667624020623443	min	ecoli_colombos	2	0.995	strict	0.2	wgcna	5	2.0	0.2103458227186037	1e-06	0.18945827817511351	0.4641124464847407	0.339745695770793	121.46026515960693
94	4.974242905828374	min	ecoli_colombos	2	0.995	minimal	0.2	wgcna	5	2.0	0.050738329622891556	1e-06	0.10755116113287129	0.3219579987420144	0.2220040010177795	121.46026515960693
95	4.981868298993093	min	ecoli_colombos	2	0.995	interconnected	0.2	wgcna	5	2.0	0.0855085994327235	1e-06	0.10134397817143796	0.2871196284474137	0.22610693833930923	121.46026515960693
96	9.074053391420831	min	ecoli_colombos	2	0.995	strict	0.2	wgcna	5	3.0	0.2792175352053041	1e-06	0.28111056626024206	0.571809433224918	0.4936333291301488	137.4858419895172
97	6.2320370157821126	min	ecoli_colombos	2	0.995	minimal	0.2	wgcna	5	3.0	0.06165025791255295	1e-06	0.14743563795268846	0.35723790697058494	0.3032814089611562	137.4858419895172
98	6.544981093886492	min	ecoli_colombos	2	0.995	interconnected	0.2	wgcna	5	3.0	0.10988864896515478	1e-06	0.14373032744503345	0.3481543618815416	0.31432186065736206	137.4858419895172
99	9.289332501440775	min	ecoli_colombos	2	0.995	strict	0.2	wgcna	5	4.0	0.2656798942566536	1e-06	0.27996939781596447	0.5863303785915722	0.516261351238112	122.30745601654053
100	6.091097100814231	min	ecoli_colombos	2	0.995	minimal	0.2	wgcna	5	4.0	0.054455830784434674	1e-06	0.148726226823711	0.35157688553808686	0.31536371050877154	122.30745601654053
101	6.124754713991963	min	ecoli_colombos	2	0.995	interconnected	0.2	wgcna	5	4.0	0.09293452588112225	1e-06	0.12996325723085322	0.3236791370122719	0.3078709767847928	122.30745601654053
102	9.4557330414293	min	ecoli_colombos	2	0.995	strict	0.2	wgcna	5	5.0	0.2615586675999112	1e-06	0.28425855863788135	0.6337195672800359	0.5040486775458743	141.74615788459778
103	6.293604416649034	min	ecoli_colombos	2	0.995	minimal	0.2	wgcna	5	5.0	0.056766595753155145	1e-06	0.1525897190389493	0.38033860095986705	0.3117109638356315	141.74615788459778
104	6.3977733460261925	min	ecoli_colombos	2	0.995	interconnected	0.2	wgcna	5	5.0	0.09224796570939156	1e-06	0.13528613811535914	0.35774881691624344	0.31110076869057135	141.74615788459778
105	9.274985608238186	min	ecoli_colombos	2	0.995	strict	0.2	wgcna	5	6.0	0.2621335211020559	1e-06	0.29671879408361235	0.631589006324601	0.47964382188385396	134.25154304504395
106	6.378387983723495	min	ecoli_colombos	2	0.995	minimal	0.2	wgcna	5	6.0	0.05851369620690273	1e-06	0.154577326321878	0.39545435896966064	0.30559543354874047	134.25154304504395
107	6.552772279872023	min	ecoli_colombos	2	0.995	interconnected	0.2	wgcna	5	6.0	0.09775684388617235	1e-06	0.1479821111129744	0.3742460748516734	0.3050607044748568	134.25154304504395
108	8.816915872150762	min	ecoli_colombos	2	0.995	strict	0.2	wgcna	5	7.0	0.23006078394070278	1e-06	0.26706031129432506	0.6441954190872378	0.4462499777343503	134.8652081489563
109	5.4824959579268615	min	ecoli_colombos	2	0.995	minimal	0.2	wgcna	5	7.0	0.049970876065991834	1e-06	0.12934908668313316	0.3679207444924372	0.25108067039570525	134.8652081489563
110	6.262232814462539	min	ecoli_colombos	2	0.995	interconnected	0.2	wgcna	5	7.0	0.08389280635726726	1e-06	0.1293546486923951	0.3817803320471323	0.2927187776667672	134.8652081489563
111	7.56810846554516	min	ecoli_colombos	2	0.995	strict	0.2	wgcna	5	8.0	0.1838510047249917	1e-06	0.21844331078219137	0.6383418287026467	0.35971568682174965	131.0118088722229
112	5.142294465587549	min	ecoli_colombos	2	0.995	minimal	0.2	wgcna	5	8.0	0.04744117709492236	1e-06	0.10934660496240226	0.3714774525504917	0.2294104600094191	131.0118088722229
113	5.77747982342902	min	ecoli_colombos	2	0.995	interconnected	0.2	wgcna	5	8.0	0.06864280311601727	1e-06	0.11177771869228771	0.3921697510899286	0.26547046448511497	131.0118088722229
114	6.965783818449709	min	ecoli_colombos	2	0.995	strict	0.2	wgcna	5	9.0	0.16605694863398773	1e-06	0.20259087385703448	0.617963483487481	0.323103724222945	135.2039830684662
115	4.3434747740220425	min	ecoli_colombos	2	0.995	minimal	0.2	wgcna	5	9.0	0.0342708238058672	1e-06	0.09788642032221447	0.34193746356826293	0.20386082163319552	135.2039830684662
116	5.334739907410893	min	ecoli_colombos	2	0.995	interconnected	0.2	wgcna	5	9.0	0.061757493538204825	1e-06	0.1027451471150579	0.3841604887634933	0.23859400050790683	135.2039830684662
117	6.666539613589635	min	ecoli_colombos	2	0.995	strict	0.2	wgcna	5	10.0	0.15582914652551666	1e-06	0.18646231590873438	0.6515039228674139	0.29857271330908747	138.4039180278778
118	3.994883566758123	min	ecoli_colombos	2	0.995	minimal	0.2	wgcna	5	10.0	0.030821600499651224	1e-06	0.08574208068456708	0.35066085755447635	0.18254994236532235	138.4039180278778
119	4.892391089936799	min	ecoli_colombos	2	0.995	interconnected	0.2	wgcna	5	10.0	0.054185789007472236	1e-06	0.08912442344015467	0.3769862335828655	0.21677543590683448	138.4039180278778
120	4.998195723793608	min	ecoli_colombos	2	0.995	strict	0.25	wgcna	5	1.0	0.1330455878882692	1e-06	0.11986164017063863	0.4371787300689412	0.23759430729764663	138.0487678050995
121	3.362108929259451	min	ecoli_colombos	2	0.995	minimal	0.25	wgcna	5	1.0	0.03269446494000862	1e-06	0.06110136610931106	0.24257424435438518	0.1525004691124096	138.0487678050995
122	4.004076750605709	min	ecoli_colombos	2	0.995	interconnected	0.25	wgcna	5	1.0	0.05937924278484143	1e-06	0.06718015833417615	0.2602480217837626	0.18195783760790493	138.0487678050995
123	6.667624020623443	min	ecoli_colombos	2	0.995	strict	0.25	wgcna	5	2.0	0.2103458227186037	1e-06	0.18945827817511351	0.4641124464847407	0.339745695770793	134.09602212905884
124	4.974242905828374	min	ecoli_colombos	2	0.995	minimal	0.25	wgcna	5	2.0	0.050738329622891556	1e-06	0.10755116113287129	0.3219579987420144	0.2220040010177795	134.09602212905884
125	4.981868298993093	min	ecoli_colombos	2	0.995	interconnected	0.25	wgcna	5	2.0	0.0855085994327235	1e-06	0.10134397817143796	0.2871196284474137	0.22610693833930923	134.09602212905884
126	8.782288082309758	min	ecoli_colombos	2	0.995	strict	0.25	wgcna	5	3.0	0.26635509861740897	1e-06	0.2684194946847936	0.5757660676583288	0.4650187344596427	141.07387018203735
127	5.9172814682118196	min	ecoli_colombos	2	0.995	minimal	0.25	wgcna	5	3.0	0.05654876621180515	1e-06	0.13940657636928264	0.35108597895077265	0.2871897478562669	141.07387018203735
128	5.919286404753203	min	ecoli_colombos	2	0.995	interconnected	0.25	wgcna	5	3.0	0.09736633097189304	1e-06	0.12817666917735934	0.3259744284694458	0.2782713151202312	141.07387018203735
129	9.169389250432017	min	ecoli_colombos	2	0.995	strict	0.25	wgcna	5	4.0	0.2737417941681354	1e-06	0.27779238260679295	0.6019847877510676	0.4875529148409656	141.45173907279968
130	6.104062792622026	min	ecoli_colombos	2	0.995	minimal	0.25	wgcna	5	4.0	0.055186234424143686	1e-06	0.14930534407346255	0.36090141243019525	0.30651649968195116	141.45173907279968
131	6.140004478116632	min	ecoli_colombos	2	0.995	interconnected	0.25	wgcna	5	4.0	0.10019689258075777	1e-06	0.13432069385182763	0.33259790888051555	0.29282367373306517	141.45173907279968
132	9.680679609914677	min	ecoli_colombos	2	0.995	strict	0.25	wgcna	5	5.0	0.27418340129420626	1e-06	0.2943245778565307	0.6605423151678075	0.504859639489807	137.466726064682
133	6.331630468509535	min	ecoli_colombos	2	0.995	minimal	0.25	wgcna	5	5.0	0.057635483883233446	1e-06	0.15206557292305814	0.387691736739872	0.3089420124613833	137.466726064682
134	6.498155557495741	min	ecoli_colombos	2	0.995	interconnected	0.25	wgcna	5	5.0	0.09810375242394888	1e-06	0.13898584414811913	0.36526427555412017	0.30901080495740085	137.466726064682
135	9.29954937682502	min	ecoli_colombos	2	0.995	strict	0.25	wgcna	5	6.0	0.26223292432737433	1e-06	0.2927486046882433	0.6401394813154863	0.4787981960382281	137.85938811302185
136	6.46094692510114	min	ecoli_colombos	2	0.995	minimal	0.25	wgcna	5	6.0	0.05922360613536628	1e-06	0.15626354562579134	0.40351729466180436	0.3081769485544979	137.85938811302185
137	6.604528176370227	min	ecoli_colombos	2	0.995	interconnected	0.25	wgcna	5	6.0	0.09897100430652686	1e-06	0.14920607585863352	0.3825420783503805	0.3035659647851023	137.85938811302185
138	8.651316061290762	min	ecoli_colombos	2	0.995	strict	0.25	wgcna	5	7.0	0.23222603800727104	1e-06	0.2591479517062167	0.6484152146256875	0.42852000374992294	143.68586993217468
139	5.203335784494269	min	ecoli_colombos	2	0.995	minimal	0.25	wgcna	5	7.0	0.04776197746009038	1e-06	0.11857992809312357	0.38171412654291825	0.22624075220611883	143.68586993217468
140	6.156995483099516	min	ecoli_colombos	2	0.995	interconnected	0.25	wgcna	5	7.0	0.08449934874705807	1e-06	0.1258459992494026	0.4032110663589535	0.2717859993195456	143.68586993217468
141	7.45156727939104	min	ecoli_colombos	2	0.995	strict	0.25	wgcna	5	8.0	0.18531307686585394	1e-06	0.21201176025348065	0.6267193349035983	0.35381042305203575	138.52350211143494
142	5.125074121344919	min	ecoli_colombos	2	0.995	minimal	0.25	wgcna	5	8.0	0.045294775734200814	1e-06	0.10896093101099746	0.39659068424533933	0.22626210785898543	138.52350211143494
143	5.695985338240371	min	ecoli_colombos	2	0.995	interconnected	0.25	wgcna	5	8.0	0.06828381534561337	1e-06	0.10864071431741396	0.40466422965726306	0.2540614911998249	138.52350211143494
