	F1norm_rprr	datasetname	k	knownmodules	method	precision	recall	recovery	relevance	runningtime	stdcutoff
14	1.3597781833415181	ecoli_colombos	25.0	interconnected	pca	0.009786685354247027	0.012276384922320745	0.1290535941223749	0.09445949307878372	106.09654211997986	2.5
15	0.7131447577465142	ecoli_colombos	25.0	strict	pca	0.006647744438207341	0.011391312250090876	0.2458874458874459	0.03872312777702235	104.51319193840027	3.0
16	0.4785512767186005	ecoli_colombos	25.0	minimal	pca	0.002427451150878511	0.005887461557877831	0.12299134214315315	0.032513347697790754	104.51319193840027	3.0
17	0.715572004731807	ecoli_colombos	25.0	interconnected	pca	0.003565048827160682	0.007972894745333955	0.16529663028001898	0.043475202530122846	104.51319193840027	3.0
18	0.1787151579498122	ecoli_colombos	25.0	strict	pca	0.0015786184284720703	0.0026891047883414298	0.2727272727272727	0.009184894053315105	106.07838988304138	3.5
19	0.15204894146472636	ecoli_colombos	25.0	minimal	pca	0.0007145490304094076	0.00199675803124079	0.16346153846153846	0.009403486882167578	106.07838988304138	3.5
20	0.17011723899995546	ecoli_colombos	25.0	interconnected	pca	0.0008055880454948776	0.0017573696145124715	0.21428571428571427	0.009339877255249925	106.07838988304138	3.5
21	0.09715641018841774	ecoli_colombos	25.0	strict	pca	0.0006027824133740164	0.001484308736217133	0.2	0.0070179820179820185	104.41560387611389	4.0
22	0.06156912382109851	ecoli_colombos	25.0	minimal	pca	0.000223295251325875	0.0009465855307640297	0.17647058823529413	0.006601915030395118	104.41560387611389	4.0
23	0.09401321800829951	ecoli_colombos	25.0	interconnected	pca	0.00034430065676485655	0.0010642826734780758	0.1724137931034483	0.007209820576185567	104.41560387611389	4.0
24	0.0	ecoli_colombos	25.0	strict	pca	0.0	0.0	0.0	0.0	99.02533388137817	4.5
25	0.0	ecoli_colombos	25.0	minimal	pca	0.0	0.0	0.0	0.0	99.02533388137817	4.5
26	0.0	ecoli_colombos	25.0	interconnected	pca	0.0	0.0	0.0	0.0	99.02533388137817	4.5
27	0.0	ecoli_colombos	25.0	strict	pca	0.0	0.0	0.0	0.0	96.95484685897827	5.0
28	0.0	ecoli_colombos	25.0	minimal	pca	0.0	0.0	0.0	0.0	96.95484685897827	5.0
29	0.0	ecoli_colombos	25.0	interconnected	pca	0.0	0.0	0.0	0.0	96.95484685897827	5.0
30	0.0	ecoli_colombos	25.0	strict	pca	0.0	0.0	0.0	0.0	98.36364817619324	5.5
31	0.0	ecoli_colombos	25.0	minimal	pca	0.0	0.0	0.0	0.0	98.36364817619324	5.5
32	0.0	ecoli_colombos	25.0	interconnected	pca	0.0	0.0	0.0	0.0	98.36364817619324	5.5
33	0.0	ecoli_colombos	25.0	strict	pca	0.0	0.0	0.0	0.0	96.88023495674133	6.0
34	0.0	ecoli_colombos	25.0	minimal	pca	0.0	0.0	0.0	0.0	96.88023495674133	6.0
35	0.0	ecoli_colombos	25.0	interconnected	pca	0.0	0.0	0.0	0.0	96.88023495674133	6.0
36	0.0	ecoli_colombos	25.0	strict	pca	0.0	0.0	0.0	0.0	97.66631293296814	6.5
37	0.0	ecoli_colombos	25.0	minimal	pca	0.0	0.0	0.0	0.0	97.66631293296814	6.5
38	0.0	ecoli_colombos	25.0	interconnected	pca	0.0	0.0	0.0	0.0	97.66631293296814	6.5
39	0.0	ecoli_colombos	25.0	strict	pca	0.0	0.0	0.0	0.0	97.74364519119263	7.0
40	0.0	ecoli_colombos	25.0	minimal	pca	0.0	0.0	0.0	0.0	97.74364519119263	7.0
41	0.0	ecoli_colombos	25.0	interconnected	pca	0.0	0.0	0.0	0.0	97.74364519119263	7.0
42	0.030083818193637514	ecoli_colombos	50.0	strict	pca	0.04167230786614481	9.103886871643506e-05	0.06187834715898179	0.031016344671021375	99.00973105430603	0.5
43	0.25840639384203795	ecoli_colombos	50.0	minimal	pca	0.07856450189796021	0.0007662360562807936	0.13662493839988818	0.03333404861879179	99.00973105430603	0.5
44	0.07610713943598262	ecoli_colombos	50.0	interconnected	pca	0.051478165682359356	0.00016416106434508808	0.08321535764788213	0.03564402356143619	99.00973105430603	0.5
45	0.1467046641917475	ecoli_colombos	50.0	strict	pca	0.0682364078667523	0.0004847113847463679	0.07693332507568053	0.05250433559167451	99.3634660243988	1.0
46	0.7761794820905398	ecoli_colombos	50.0	minimal	pca	0.0998205541510919	0.003151548682734167	0.12587653840742008	0.048828234074915336	99.3634660243988	1.0
47	0.30824869192898835	ecoli_colombos	50.0	interconnected	pca	0.07636730006624518	0.0007661962039084678	0.09106584971232985	0.054729917895387004	99.3634660243988	1.0
48	0.5563561878115559	ecoli_colombos	50.0	strict	pca	0.08065864043602476	0.0023356700429462748	0.10369200591786334	0.08319872772667057	104.97009205818176	1.5
49	1.4794908608713933	ecoli_colombos	50.0	minimal	pca	0.08506739375359786	0.010137009213602945	0.11026459636588515	0.06824264093227361	104.97009205818176	1.5
50	0.9017063446822458	ecoli_colombos	50.0	interconnected	pca	0.07648596695255709	0.0031877418443363383	0.10021066392287342	0.07933716937550574	104.97009205818176	1.5
51	1.590346654862693	ecoli_colombos	50.0	strict	pca	0.07288334502159292	0.01151524330207991	0.1494373413001244	0.1336981551496957	105.36646580696106	2.0
52	1.8288924568402274	ecoli_colombos	50.0	minimal	pca	0.032807751029515726	0.0182296277589495	0.11245171682904993	0.09194273461664139	105.36646580696106	2.0
53	1.6901514585785469	ecoli_colombos	50.0	interconnected	pca	0.04565684213856283	0.01000652854244651	0.11818840120723788	0.11209039071041496	105.36646580696106	2.0
54	2.3370183066014243	ecoli_colombos	50.0	strict	pca	0.046888406573857025	0.028816858924151978	0.1955603535895923	0.16509248664807433	106.36542296409607	2.5
55	1.4263912881019285	ecoli_colombos	50.0	minimal	pca	0.009682464599567939	0.018792790769847585	0.11658795550199287	0.09974736202255712	106.36542296409607	2.5
56	1.7500578758678504	ecoli_colombos	50.0	interconnected	pca	0.015896200904997226	0.01645190558533167	0.12482602788342585	0.12247112578927402	106.36542296409607	2.5
57	1.1477704883139295	ecoli_colombos	50.0	strict	pca	0.010628208329601947	0.01679072190435827	0.23281844418208053	0.0736267775984685	103.59359908103943	3.0
58	0.7025265366273248	ecoli_colombos	50.0	minimal	pca	0.003300353555634198	0.009156805240886906	0.12948741387159082	0.06062163623386142	103.59359908103943	3.0
59	0.9770571117453486	ecoli_colombos	50.0	interconnected	pca	0.004950780350079058	0.010261115715592982	0.15506870152830984	0.06844273486975422	103.59359908103943	3.0
60	0.1787151579498122	ecoli_colombos	50.0	strict	pca	0.0015786184284720703	0.0026891047883414298	0.2727272727272727	0.009184894053315105	105.20161890983582	3.5
61	0.16485179599850866	ecoli_colombos	50.0	minimal	pca	0.0007195629107067236	0.002237589996210686	0.12802197802197804	0.011919141312050149	105.20161890983582	3.5
62	0.17011723899995546	ecoli_colombos	50.0	interconnected	pca	0.0008055880454948776	0.0017573696145124715	0.21428571428571427	0.009339877255249925	105.20161890983582	3.5
63	0.09715641018841774	ecoli_colombos	50.0	strict	pca	0.0006027824133740164	0.001484308736217133	0.2	0.0070179820179820185	104.70785093307495	4.0
64	0.06156912382109851	ecoli_colombos	50.0	minimal	pca	0.000223295251325875	0.0009465855307640297	0.17647058823529413	0.006601915030395118	104.70785093307495	4.0
65	0.09401321800829951	ecoli_colombos	50.0	interconnected	pca	0.00034430065676485655	0.0010642826734780758	0.1724137931034483	0.007209820576185567	104.70785093307495	4.0
66	0.0	ecoli_colombos	50.0	strict	pca	0.0	0.0	0.0	0.0	104.47928500175476	4.5
67	0.0	ecoli_colombos	50.0	minimal	pca	0.0	0.0	0.0	0.0	104.47928500175476	4.5
68	0.0	ecoli_colombos	50.0	interconnected	pca	0.0	0.0	0.0	0.0	104.47928500175476	4.5
69	0.0	ecoli_colombos	50.0	strict	pca	0.0	0.0	0.0	0.0	104.64483308792114	5.0
70	0.0	ecoli_colombos	50.0	minimal	pca	0.0	0.0	0.0	0.0	104.64483308792114	5.0
71	0.0	ecoli_colombos	50.0	interconnected	pca	0.0	0.0	0.0	0.0	104.64483308792114	5.0
72	0.0	ecoli_colombos	50.0	strict	pca	0.0	0.0	0.0	0.0	104.83226680755615	5.5
73	0.0	ecoli_colombos	50.0	minimal	pca	0.0	0.0	0.0	0.0	104.83226680755615	5.5
74	0.0	ecoli_colombos	50.0	interconnected	pca	0.0	0.0	0.0	0.0	104.83226680755615	5.5
75	0.0	ecoli_colombos	50.0	strict	pca	0.0	0.0	0.0	0.0	104.14720892906189	6.0
76	0.0	ecoli_colombos	50.0	minimal	pca	0.0	0.0	0.0	0.0	104.14720892906189	6.0
77	0.0	ecoli_colombos	50.0	interconnected	pca	0.0	0.0	0.0	0.0	104.14720892906189	6.0
78	0.0	ecoli_colombos	50.0	strict	pca	0.0	0.0	0.0	0.0	103.64277195930481	6.5
79	0.0	ecoli_colombos	50.0	minimal	pca	0.0	0.0	0.0	0.0	103.64277195930481	6.5
80	0.0	ecoli_colombos	50.0	interconnected	pca	0.0	0.0	0.0	0.0	103.64277195930481	6.5
81	0.0	ecoli_colombos	50.0	strict	pca	0.0	0.0	0.0	0.0	106.03814005851746	7.0
82	0.0	ecoli_colombos	50.0	minimal	pca	0.0	0.0	0.0	0.0	106.03814005851746	7.0
83	0.0	ecoli_colombos	50.0	interconnected	pca	0.0	0.0	0.0	0.0	106.03814005851746	7.0
84	0.020578440134064194	ecoli_colombos	75.0	strict	pca	0.04264898177330973	6.15232403982032e-05	0.060593030866819234	0.03168140435372087	106.74487209320068	0.5
85	0.18468063835332058	ecoli_colombos	75.0	minimal	pca	0.07883182812328311	0.0005167299600760938	0.13415898050372208	0.0335304934342502	106.74487209320068	0.5
86	0.05175525616573445	ecoli_colombos	75.0	interconnected	pca	0.052013834507121125	0.00010927474996903289	0.08009487423620465	0.036047362440549076	106.74487209320068	0.5
87	0.10479121187364616	ecoli_colombos	75.0	strict	pca	0.06914195626545047	0.0003338307420270693	0.07252172194300524	0.053733087331519595	103.82560896873474	1.0
88	0.6094724062328153	ecoli_colombos	75.0	minimal	pca	0.10121379775214948	0.002171381650399618	0.11810105069742761	0.049898753469117554	103.82560896873474	1.0
89	0.22237141862545798	ecoli_colombos	75.0	interconnected	pca	0.07716312069946624	0.0005212955783757195	0.08412808865452298	0.055226459991067844	103.82560896873474	1.0
90	0.48251686879607164	ecoli_colombos	75.0	strict	pca	0.09042154143415328	0.0019121971551684803	0.09628662707662285	0.0878424762874807	105.91186094284058	1.5
91	1.3950784990899183	ecoli_colombos	75.0	minimal	pca	0.095691192152165	0.008641237039724654	0.1025601556580789	0.07090838030220571	105.91186094284058	1.5
92	0.8155770732899977	ecoli_colombos	75.0	interconnected	pca	0.0879599419521721	0.0026736519056418198	0.0935167546823978	0.08455131549978644	105.91186094284058	1.5
93	1.5283421600304599	ecoli_colombos	75.0	strict	pca	0.08190217590642826	0.010225759655807682	0.14263745862033428	0.1413356655142028	104.05402112007141	2.0
94	1.8636013373113345	ecoli_colombos	75.0	minimal	pca	0.039304407729099954	0.01720692652706974	0.10909318054458995	0.09745617357377166	104.05402112007141	2.0
95	1.6591749044325843	ecoli_colombos	75.0	interconnected	pca	0.052449975972975876	0.00900474073299133	0.11476693017477037	0.1192781677166664	104.05402112007141	2.0
96	2.4634008095887268	ecoli_colombos	75.0	strict	pca	0.05708423111137786	0.02835056326848638	0.19079668897142274	0.18515040133268584	109.75875616073608	2.5
97	1.6595925171354338	ecoli_colombos	75.0	minimal	pca	0.013452977194596972	0.01957994800611992	0.11929204571960503	0.11224180336662434	109.75875616073608	2.5
98	1.97338254852768	ecoli_colombos	75.0	interconnected	pca	0.02213250461263474	0.01658320140126832	0.12896084125396287	0.14246730245057287	109.75875616073608	2.5
99	1.498141107875302	ecoli_colombos	75.0	strict	pca	0.01566269979160588	0.02199745398751799	0.22228886116567276	0.09773173076300624	108.00403380393982	3.0
100	0.8203125945251435	ecoli_colombos	75.0	minimal	pca	0.0038451986631935493	0.01164241392508268	0.12700654242663617	0.07202949261993782	108.00403380393982	3.0
101	1.0776019151400325	ecoli_colombos	75.0	interconnected	pca	0.005670237622436146	0.01143005302635106	0.1298538048847423	0.0821521193408015	108.00403380393982	3.0
102	0.1787151579498122	ecoli_colombos	75.0	strict	pca	0.0015786184284720703	0.0026891047883414298	0.2727272727272727	0.009184894053315105	110.16918301582336	3.5
103	0.17068798969882798	ecoli_colombos	75.0	minimal	pca	0.0007278638754316446	0.002410953594523574	0.11807530704589529	0.012822439694340129	110.16918301582336	3.5
104	0.17011723899995546	ecoli_colombos	75.0	interconnected	pca	0.0008055880454948776	0.0017573696145124715	0.21428571428571427	0.009339877255249925	110.16918301582336	3.5
105	0.09715641018841774	ecoli_colombos	75.0	strict	pca	0.0006027824133740164	0.001484308736217133	0.2	0.0070179820179820185	106.7354040145874	4.0
106	0.06587351939277511	ecoli_colombos	75.0	minimal	pca	0.00022692099126698446	0.001068289384719405	0.11764705882352941	0.008766782589997068	106.7354040145874	4.0
107	0.09401321800829951	ecoli_colombos	75.0	interconnected	pca	0.00034430065676485655	0.0010642826734780758	0.1724137931034483	0.007209820576185567	106.7354040145874	4.0
108	0.0	ecoli_colombos	75.0	strict	pca	0.0	0.0	0.0	0.0	108.39895987510681	4.5
109	0.0	ecoli_colombos	75.0	minimal	pca	0.0	0.0	0.0	0.0	108.39895987510681	4.5
110	0.0	ecoli_colombos	75.0	interconnected	pca	0.0	0.0	0.0	0.0	108.39895987510681	4.5
111	0.0	ecoli_colombos	75.0	strict	pca	0.0	0.0	0.0	0.0	106.04357099533081	5.0
112	0.0	ecoli_colombos	75.0	minimal	pca	0.0	0.0	0.0	0.0	106.04357099533081	5.0
113	0.0	ecoli_colombos	75.0	interconnected	pca	0.0	0.0	0.0	0.0	106.04357099533081	5.0
114	0.0	ecoli_colombos	75.0	strict	pca	0.0	0.0	0.0	0.0	109.3852322101593	5.5
115	0.0	ecoli_colombos	75.0	minimal	pca	0.0	0.0	0.0	0.0	109.3852322101593	5.5
116	0.0	ecoli_colombos	75.0	interconnected	pca	0.0	0.0	0.0	0.0	109.3852322101593	5.5
117	0.0	ecoli_colombos	75.0	strict	pca	0.0	0.0	0.0	0.0	107.2010509967804	6.0
118	0.0	ecoli_colombos	75.0	minimal	pca	0.0	0.0	0.0	0.0	107.2010509967804	6.0
119	0.0	ecoli_colombos	75.0	interconnected	pca	0.0	0.0	0.0	0.0	107.2010509967804	6.0
120	0.0	ecoli_colombos	75.0	strict	pca	0.0	0.0	0.0	0.0	106.09889078140259	6.5
121	0.0	ecoli_colombos	75.0	minimal	pca	0.0	0.0	0.0	0.0	106.09889078140259	6.5
122	0.0	ecoli_colombos	75.0	interconnected	pca	0.0	0.0	0.0	0.0	106.09889078140259	6.5
123	0.0	ecoli_colombos	75.0	strict	pca	0.0	0.0	0.0	0.0	105.28192591667175	7.0
124	0.0	ecoli_colombos	75.0	minimal	pca	0.0	0.0	0.0	0.0	105.28192591667175	7.0
125	0.0	ecoli_colombos	75.0	interconnected	pca	0.0	0.0	0.0	0.0	105.28192591667175	7.0
126	0.015509732612221137	ecoli_colombos	100.0	strict	pca	0.042949204265101765	4.608111848831636e-05	0.05969270586113163	0.031867381706112585	107.65758681297302	0.5
127	0.1430590678468044	ecoli_colombos	100.0	minimal	pca	0.07890845355392477	0.0003878542110420711	0.13461849630765654	0.03362577046226695	107.65758681297302	0.5
128	0.039269243534367816	ecoli_colombos	100.0	interconnected	pca	0.05228137474336197	8.200976832324874e-05	0.07964517195747865	0.0362144819960589	107.65758681297302	0.5
129	0.08133626804082288	ecoli_colombos	100.0	strict	pca	0.06957287330769277	0.00025395313988495725	0.0706367708850419	0.05417069700858382	105.49252200126648	1.0
130	0.4917536319208763	ecoli_colombos	100.0	minimal	pca	0.10190050133146196	0.0016100227364685678	0.11680229954071716	0.050269683001743094	105.49252200126648	1.0
131	0.17386567363710032	ecoli_colombos	100.0	interconnected	pca	0.07778837703280098	0.00039380909288997003	0.08296156864592617	0.05565633460798292	105.49252200126648	1.0
132	0.4282822999351845	ecoli_colombos	100.0	strict	pca	0.09564457231530019	0.0016321292762550529	0.09281956691014752	0.09005242373954389	105.87820506095886	1.5
133	1.3143314096876406	ecoli_colombos	100.0	minimal	pca	0.10343552956312976	0.007528848493270904	0.09867903128619261	0.07166023704090227	105.87820506095886	1.5
134	0.7396798004537652	ecoli_colombos	100.0	interconnected	pca	0.0938213170350216	0.0022984929244764096	0.09065941842497759	0.08555198916617014	105.87820506095886	1.5
135	1.4237355963570355	ecoli_colombos	100.0	strict	pca	0.09061394465085072	0.008547751736734882	0.13833326984204708	0.1499669782467548	105.64319801330566	2.0
136	1.835578889246466	ecoli_colombos	100.0	minimal	pca	0.04532995876986628	0.015493253802385285	0.10417058413491659	0.10131845819022298	105.64319801330566	2.0
137	1.5888063368099505	ecoli_colombos	100.0	interconnected	pca	0.06059140672933671	0.007728999141866798	0.11281462765541037	0.12540836469270356	105.64319801330566	2.0
138	2.5159665774961195	ecoli_colombos	100.0	strict	pca	0.06944718118496226	0.02616494293256074	0.18749685816536096	0.20113956676568726	103.26919102668762	2.5
139	1.8288787624443459	ecoli_colombos	100.0	minimal	pca	0.016872483630178844	0.01970630697383377	0.11896671433278148	0.12774260865432166	103.26919102668762	2.5
140	2.1082499193488973	ecoli_colombos	100.0	interconnected	pca	0.02888776077338867	0.016554776479233427	0.1291611319838361	0.15471427295082565	103.26919102668762	2.5
141	1.9468586912859445	ecoli_colombos	100.0	strict	pca	0.023439769049694945	0.026141906097598696	0.26534483055277003	0.12562209507744215	103.60106086730957	3.0
142	1.037099314856194	ecoli_colombos	100.0	minimal	pca	0.004949121591461243	0.014233781383170259	0.1506498634687552	0.09292234993761099	103.60106086730957	3.0
143	1.2940881075196973	ecoli_colombos	100.0	interconnected	pca	0.0072967430150188035	0.013588811363593566	0.13995989802414696	0.0968463235775201	103.60106086730957	3.0
144	0.1787151579498122	ecoli_colombos	100.0	strict	pca	0.0015786184284720703	0.0026891047883414298	0.2727272727272727	0.009184894053315105	111.15630102157593	3.5
145	0.2679630412345017	ecoli_colombos	100.0	minimal	pca	0.0009835263370877468	0.0053973307763030545	0.28515867885615787	0.023473465945060806	111.15630102157593	3.5
146	0.2341149855691188	ecoli_colombos	100.0	interconnected	pca	0.0009767543277722712	0.002556899302931049	0.18121693121693122	0.0152481664968725	111.15630102157593	3.5
147	0.09715641018841774	ecoli_colombos	100.0	strict	pca	0.0006027824133740164	0.001484308736217133	0.2	0.0070179820179820185	113.42682099342346	4.0
148	0.09788559350468204	ecoli_colombos	100.0	minimal	pca	0.00029842994988600705	0.0027431662320100457	0.22128851540616246	0.016431073053657277	113.42682099342346	4.0
149	0.09401321800829951	ecoli_colombos	100.0	interconnected	pca	0.00034430065676485655	0.0010642826734780758	0.1724137931034483	0.007209820576185567	113.42682099342346	4.0
150	0.0	ecoli_colombos	100.0	strict	pca	0.0	0.0	0.0	0.0	111.98452711105347	4.5
151	0.0	ecoli_colombos	100.0	minimal	pca	0.0	0.0	0.0	0.0	111.98452711105347	4.5
152	0.0	ecoli_colombos	100.0	interconnected	pca	0.0	0.0	0.0	0.0	111.98452711105347	4.5
153	0.0	ecoli_colombos	100.0	strict	pca	0.0	0.0	0.0	0.0	111.46695899963379	5.0
154	0.0	ecoli_colombos	100.0	minimal	pca	0.0	0.0	0.0	0.0	111.46695899963379	5.0
155	0.0	ecoli_colombos	100.0	interconnected	pca	0.0	0.0	0.0	0.0	111.46695899963379	5.0
156	0.0	ecoli_colombos	100.0	strict	pca	0.0	0.0	0.0	0.0	112.65635704994202	5.5
157	0.0	ecoli_colombos	100.0	minimal	pca	0.0	0.0	0.0	0.0	112.65635704994202	5.5
158	0.0	ecoli_colombos	100.0	interconnected	pca	0.0	0.0	0.0	0.0	112.65635704994202	5.5
159	0.0	ecoli_colombos	100.0	strict	pca	0.0	0.0	0.0	0.0	110.64700317382812	6.0
160	0.0	ecoli_colombos	100.0	minimal	pca	0.0	0.0	0.0	0.0	110.64700317382812	6.0
161	0.0	ecoli_colombos	100.0	interconnected	pca	0.0	0.0	0.0	0.0	110.64700317382812	6.0
162	0.0	ecoli_colombos	100.0	strict	pca	0.0	0.0	0.0	0.0	110.40244889259338	6.5
163	0.0	ecoli_colombos	100.0	minimal	pca	0.0	0.0	0.0	0.0	110.40244889259338	6.5
164	0.0	ecoli_colombos	100.0	interconnected	pca	0.0	0.0	0.0	0.0	110.40244889259338	6.5
165	0.0	ecoli_colombos	100.0	strict	pca	0.0	0.0	0.0	0.0	111.09521698951721	7.0
166	0.0	ecoli_colombos	100.0	minimal	pca	0.0	0.0	0.0	0.0	111.09521698951721	7.0
167	0.0	ecoli_colombos	100.0	interconnected	pca	0.0	0.0	0.0	0.0	111.09521698951721	7.0
168	0.012510959639721568	ecoli_colombos	125.0	strict	pca	0.04344345200768608	3.7031230788147285e-05	0.05968558512268969	0.032159798423755145	100.80392098426819	0.5
169	0.11693341447810965	ecoli_colombos	125.0	minimal	pca	0.07904798839248225	0.0003110233584847233	0.13352530427731008	0.03372187311237017	100.80392098426819	0.5
170	0.03143332025416704	ecoli_colombos	125.0	interconnected	pca	0.05265419478794301	6.520101536791895e-05	0.07857177014469761	0.03648112343090715	100.80392098426819	0.5
171	0.06629834586710916	ecoli_colombos	125.0	strict	pca	0.07004330605518397	0.00020430092517666236	0.07021634575635953	0.054563126147979875	102.31018900871277	1.0
172	0.4151409771753981	ecoli_colombos	125.0	minimal	pca	0.10201236181233146	0.0012934589631495394	0.11400651930681643	0.050437832817103206	102.31018900871277	1.0
173	0.1425391271075523	ecoli_colombos	125.0	interconnected	pca	0.07830502623592284	0.0003160600050641021	0.08094603440701391	0.05618651464738259	102.31018900871277	1.0
174	0.3813287367665001	ecoli_colombos	125.0	strict	pca	0.10007889136034916	0.0014045880255600372	0.09151878319365832	0.09149770305791861	102.02211713790894	1.5
175	1.239030198598458	ecoli_colombos	125.0	minimal	pca	0.10873014020396232	0.006619153923108642	0.09514024315640189	0.07282467867476745	102.02211713790894	1.5
176	0.6793651732986538	ecoli_colombos	125.0	interconnected	pca	0.09935343993119078	0.0020201527083951822	0.08859717538726052	0.08741265941426812	102.02211713790894	1.5
177	1.347663953545437	ecoli_colombos	125.0	strict	pca	0.09675698358862042	0.0075497420358660635	0.1375436405107666	0.15424732998255694	100.22175312042236	2.0
178	1.8294561010606392	ecoli_colombos	125.0	minimal	pca	0.05147334651223139	0.014652332645189265	0.102170935175502	0.10379303707813109	100.22175312042236	2.0
179	1.5549365177509071	ecoli_colombos	125.0	interconnected	pca	0.06908108645649395	0.007068662954480615	0.11257666409832501	0.13118022156269205	100.22175312042236	2.0
180	2.6627487050169103	ecoli_colombos	125.0	strict	pca	0.07767656858687395	0.026745923876966393	0.19324060873771315	0.22247107479530925	103.53115701675415	2.5
181	1.9589838383895906	ecoli_colombos	125.0	minimal	pca	0.019927867427848998	0.019736427099890538	0.12300153888666203	0.13714306127994189	103.53115701675415	2.5
182	2.1748298066474416	ecoli_colombos	125.0	interconnected	pca	0.03286169708034356	0.016249799049415533	0.1313208143891925	0.16205966734411995	103.53115701675415	2.5
183	2.0420535128680433	ecoli_colombos	125.0	strict	pca	0.02540256550017722	0.02700252191635211	0.2623367295706126	0.13401554176795363	102.6029601097107	3.0
184	1.1697962441125649	ecoli_colombos	125.0	minimal	pca	0.005818329625559113	0.01521233774464866	0.15351362111897057	0.10572496156619385	102.6029601097107	3.0
185	1.4257882908836426	ecoli_colombos	125.0	interconnected	pca	0.008632013919303946	0.014657405616990802	0.13762358996885468	0.10737807318489996	102.6029601097107	3.0
186	0.1787151579498122	ecoli_colombos	125.0	strict	pca	0.0015786184284720703	0.0026891047883414298	0.2727272727272727	0.009184894053315105	103.07676482200623	3.5
187	0.2708421829509772	ecoli_colombos	125.0	minimal	pca	0.0009927208302146987	0.005491921033165118	0.26087748036277447	0.02394558963242513	103.07676482200623	3.5
188	0.2341149855691188	ecoli_colombos	125.0	interconnected	pca	0.0009767543277722712	0.002556899302931049	0.18121693121693122	0.0152481664968725	103.07676482200623	3.5
189	0.09715641018841774	ecoli_colombos	125.0	strict	pca	0.0006027824133740164	0.001484308736217133	0.2	0.0070179820179820185	100.8907859325409	4.0
190	0.09788559350468204	ecoli_colombos	125.0	minimal	pca	0.00029842994988600705	0.0027431662320100457	0.22128851540616246	0.016431073053657277	100.8907859325409	4.0
191	0.09401321800829951	ecoli_colombos	125.0	interconnected	pca	0.00034430065676485655	0.0010642826734780758	0.1724137931034483	0.007209820576185567	100.8907859325409	4.0
192	0.0	ecoli_colombos	125.0	strict	pca	0.0	0.0	0.0	0.0	104.21226215362549	4.5
193	0.0	ecoli_colombos	125.0	minimal	pca	0.0	0.0	0.0	0.0	104.21226215362549	4.5
194	0.0	ecoli_colombos	125.0	interconnected	pca	0.0	0.0	0.0	0.0	104.21226215362549	4.5
195	0.0	ecoli_colombos	125.0	strict	pca	0.0	0.0	0.0	0.0	104.44400906562805	5.0
196	0.0	ecoli_colombos	125.0	minimal	pca	0.0	0.0	0.0	0.0	104.44400906562805	5.0
197	0.0	ecoli_colombos	125.0	interconnected	pca	0.0	0.0	0.0	0.0	104.44400906562805	5.0
198	0.0	ecoli_colombos	125.0	strict	pca	0.0	0.0	0.0	0.0	105.96433305740356	5.5
199	0.0	ecoli_colombos	125.0	minimal	pca	0.0	0.0	0.0	0.0	105.96433305740356	5.5
