	F1norm_rprr	datasetname	delta	dismethod	knownmodules	method	precision	recall	recovery	relevance	rho	runningtime
96	4.820101090061496	ecoli_colombos	0.30000000000000004	1-cor	strict	dclust	0.09154371926744738	0.1261461614546165	0.5690797698678133	0.2135308632363767	0.5	51.39297914505005
97	2.5243967012821047	ecoli_colombos	0.30000000000000004	1-cor	minimal	dclust	0.018967753788895127	0.04769914744063541	0.24096575793838673	0.11800757281997126	0.5	51.39297914505005
98	3.336311371440836	ecoli_colombos	0.30000000000000004	1-cor	interconnected	dclust	0.030359484355686472	0.05855841265262563	0.310023164343023	0.14774465577418305	0.5	51.39297914505005
99	4.88664519680954	ecoli_colombos	0.30000000000000004	1-cor	strict	dclust	0.09648396124170339	0.13066307206180255	0.5340355817875581	0.2197282280741019	1.0	55.096282958984375
100	2.8119482579329937	ecoli_colombos	0.30000000000000004	1-cor	minimal	dclust	0.02209658375724213	0.05204879859609418	0.25564879819167274	0.1305031854592612	1.0	55.096282958984375
101	3.5233617837527524	ecoli_colombos	0.30000000000000004	1-cor	interconnected	dclust	0.03392229314563597	0.061259065500276426	0.3220413853674553	0.1534598256974275	1.0	55.096282958984375
102	5.2754961972934655	ecoli_colombos	0.30000000000000004	1-cor	strict	dclust	0.10561181776302092	0.14425411916766784	0.5121326717689594	0.24795762566571178	2.0	58.85808992385864
103	3.2218358047558184	ecoli_colombos	0.30000000000000004	1-cor	minimal	dclust	0.024161843032146448	0.06102614330077076	0.24402321928969306	0.1727385974738705	2.0	58.85808992385864
104	3.831520999997954	ecoli_colombos	0.30000000000000004	1-cor	interconnected	dclust	0.03882854167714224	0.06812086384111202	0.2822580245778155	0.1825956691631964	2.0	58.85808992385864
105	6.221974907245281	ecoli_colombos	0.30000000000000004	1-cor	strict	dclust	0.13021260709514512	0.1750104970137403	0.5325574398330358	0.3067231415807314	3.0	62.74012899398804
106	3.8414297824380004	ecoli_colombos	0.30000000000000004	1-cor	minimal	dclust	0.029419868928389523	0.07714936666193142	0.26739036714145364	0.2097075864254815	3.0	62.74012899398804
107	4.766906244701994	ecoli_colombos	0.30000000000000004	1-cor	interconnected	dclust	0.051180996615968914	0.08719670644366531	0.29870935326598225	0.24667635208016386	3.0	62.74012899398804
108	7.409592884761445	ecoli_colombos	0.30000000000000004	1-cor	strict	dclust	0.166592493307557	0.21434880314345037	0.5325318478746571	0.3987604721669389	4.0	41.768036127090454
109	4.243072261226469	ecoli_colombos	0.30000000000000004	1-cor	minimal	dclust	0.032377588196653734	0.09044751699897276	0.28097385510933054	0.23665507490164736	4.0	41.768036127090454
110	5.104988340670918	ecoli_colombos	0.30000000000000004	1-cor	interconnected	dclust	0.05777402928030463	0.09864576320351015	0.295073916126185	0.27205423092217024	4.0	41.768036127090454
111	8.039715635192456	ecoli_colombos	0.30000000000000004	1-cor	strict	dclust	0.18744506247985585	0.23464481555437527	0.5621136189079737	0.43633838044347495	5.0	57.545766830444336
112	4.592384368649	ecoli_colombos	0.30000000000000004	1-cor	minimal	dclust	0.03662645706942763	0.10248836974825107	0.2900666988330693	0.2507682294353337	5.0	57.545766830444336
113	5.672462420712877	ecoli_colombos	0.30000000000000004	1-cor	interconnected	dclust	0.06981812843120691	0.11103553647596089	0.31250796541366155	0.30326905126296	5.0	57.545766830444336
114	8.400036608660537	ecoli_colombos	0.30000000000000004	1-cor	strict	dclust	0.20099215121995126	0.24398287011462175	0.5642011790053264	0.4678589797272321	6.0	55.64052200317383
115	5.015199140957073	ecoli_colombos	0.30000000000000004	1-cor	minimal	dclust	0.04335193805721463	0.11203050865542775	0.29799183613155833	0.2680095332248508	6.0	55.64052200317383
116	5.65801986515864	ecoli_colombos	0.30000000000000004	1-cor	interconnected	dclust	0.07091272841156386	0.11254198432110507	0.3032649025869241	0.30700553246062134	6.0	55.64052200317383
117	7.941932035720458	ecoli_colombos	0.30000000000000004	1-cor	strict	dclust	0.19196497624864667	0.22784809405173564	0.5298910446951921	0.4448296459160745	7.0	54.77498197555542
118	5.01669536064844	ecoli_colombos	0.30000000000000004	1-cor	minimal	dclust	0.0431958676189184	0.11043317391983173	0.2940960411277718	0.27375657326019454	7.0	54.77498197555542
119	5.64456897603789	ecoli_colombos	0.30000000000000004	1-cor	interconnected	dclust	0.07138023203560111	0.11032524325802842	0.3009145940089259	0.3082651732017132	7.0	54.77498197555542
120	7.901381208970346	ecoli_colombos	0.30000000000000004	1-cor	strict	dclust	0.19621314154108369	0.22807573650442986	0.5159026933807587	0.4467131398905296	8.0	54.900416135787964
121	5.186745009465649	ecoli_colombos	0.30000000000000004	1-cor	minimal	dclust	0.046649209456462434	0.11369555719992387	0.29296167076605756	0.28247313087960335	8.0	54.900416135787964
122	5.861682343858272	ecoli_colombos	0.30000000000000004	1-cor	interconnected	dclust	0.07770940572282913	0.11599212547358236	0.3092849968195846	0.31598377692872026	8.0	54.900416135787964
123	7.899994272976026	ecoli_colombos	0.30000000000000004	1-cor	strict	dclust	0.1965387846742349	0.22932650387635176	0.5087903941332627	0.45118527344134063	9.0	61.79571604728699
124	5.236814516997812	ecoli_colombos	0.30000000000000004	1-cor	minimal	dclust	0.04730137788591795	0.11598835975233318	0.29544099703726306	0.2834311972651083	9.0	61.79571604728699
125	6.005638732383048	ecoli_colombos	0.30000000000000004	1-cor	interconnected	dclust	0.08082558497143078	0.11935371144750694	0.31447696658063057	0.32388809413754877	9.0	61.79571604728699
126	7.795141173391791	ecoli_colombos	0.30000000000000004	1-cor	strict	dclust	0.19536252366716222	0.2265640448947639	0.5013162382633849	0.44470916584294196	10.0	55.37422299385071
127	5.238362500290053	ecoli_colombos	0.30000000000000004	1-cor	minimal	dclust	0.04760792481529255	0.11567184201332213	0.29520631190043567	0.2826198221257613	10.0	55.37422299385071
128	5.978788467789091	ecoli_colombos	0.30000000000000004	1-cor	interconnected	dclust	0.08122148868811595	0.11865264644353161	0.3126988056311679	0.3217388523047958	10.0	55.37422299385071
129	0.0	ecoli_colombos	0.30000000000000004	1-cor	strict	dclust	0.0	0.0	0.0	0.0	11.0	0.0
130	0.0	ecoli_colombos	0.30000000000000004	1-cor	minimal	dclust	0.0	0.0	0.0	0.0	11.0	0.0
131	0.0	ecoli_colombos	0.30000000000000004	1-cor	interconnected	dclust	0.0	0.0	0.0	0.0	11.0	0.0
132	0.0	ecoli_colombos	0.30000000000000004	1-cor	strict	dclust	0.0	0.0	0.0	0.0	12.0	0.0
133	0.0	ecoli_colombos	0.30000000000000004	1-cor	minimal	dclust	0.0	0.0	0.0	0.0	12.0	0.0
134	0.0	ecoli_colombos	0.30000000000000004	1-cor	interconnected	dclust	0.0	0.0	0.0	0.0	12.0	0.0
135	0.0	ecoli_colombos	0.30000000000000004	1-cor	strict	dclust	0.0	0.0	0.0	0.0	13.0	0.0
136	0.0	ecoli_colombos	0.30000000000000004	1-cor	minimal	dclust	0.0	0.0	0.0	0.0	13.0	0.0
137	0.0	ecoli_colombos	0.30000000000000004	1-cor	interconnected	dclust	0.0	0.0	0.0	0.0	13.0	0.0
138	0.0	ecoli_colombos	0.30000000000000004	1-cor	strict	dclust	0.0	0.0	0.0	0.0	14.0	0.0
139	0.0	ecoli_colombos	0.30000000000000004	1-cor	minimal	dclust	0.0	0.0	0.0	0.0	14.0	0.0
140	0.0	ecoli_colombos	0.30000000000000004	1-cor	interconnected	dclust	0.0	0.0	0.0	0.0	14.0	0.0
141	0.0	ecoli_colombos	0.30000000000000004	1-cor	strict	dclust	0.0	0.0	0.0	0.0	15.0	0.0
142	0.0	ecoli_colombos	0.30000000000000004	1-cor	minimal	dclust	0.0	0.0	0.0	0.0	15.0	0.0
143	0.0	ecoli_colombos	0.30000000000000004	1-cor	interconnected	dclust	0.0	0.0	0.0	0.0	15.0	0.0
144	4.1523058373051684	ecoli_colombos	0.4	1-cor	strict	dclust	0.0890884504690367	0.10433303371237387	0.4499008144988176	0.18568377407649214	0.5	56.60126709938049
145	3.130741575603861	ecoli_colombos	0.4	1-cor	minimal	dclust	0.027410254144186266	0.06317895398133741	0.26534952753440344	0.1346034674710961	0.5	56.60126709938049
146	4.189396379597122	ecoli_colombos	0.4	1-cor	interconnected	dclust	0.04775681562718044	0.07062403267978869	0.32199220967304454	0.18747176516224906	0.5	56.60126709938049
147	4.194072360313665	ecoli_colombos	0.4	1-cor	strict	dclust	0.09688364241285916	0.10580650791688073	0.44979125360654715	0.1847982953821803	1.0	54.679641008377075
148	3.3674922525706394	ecoli_colombos	0.4	1-cor	minimal	dclust	0.030590368424646797	0.06659773417742428	0.27218917989720226	0.1455654477422405	1.0	54.679641008377075
149	4.321902142504784	ecoli_colombos	0.4	1-cor	interconnected	dclust	0.05300551771723653	0.07187783569698904	0.3173874334561232	0.1939197576418039	1.0	54.679641008377075
150	4.636003248851008	ecoli_colombos	0.4	1-cor	strict	dclust	0.107639681243171	0.11852197113899084	0.4526506935237512	0.21198891009367524	2.0	60.141030073165894
151	3.865686910885307	ecoli_colombos	0.4	1-cor	minimal	dclust	0.0338645978943177	0.07512839791833584	0.2652857921637853	0.19111397203382724	2.0	60.141030073165894
152	4.528010605764953	ecoli_colombos	0.4	1-cor	interconnected	dclust	0.05960103068684266	0.07887768183313429	0.2918795363079864	0.21324307616498717	2.0	60.141030073165894
153	6.406165039129078	ecoli_colombos	0.4	1-cor	strict	dclust	0.15467664602966966	0.1712727564206364	0.5225642662466682	0.31611853026906395	3.0	64.74105310440063
154	4.528990783640212	ecoli_colombos	0.4	1-cor	minimal	dclust	0.03858520217836753	0.09989590091749953	0.2886027587753534	0.23197174834031295	3.0	64.74105310440063
155	5.091738906143847	ecoli_colombos	0.4	1-cor	interconnected	dclust	0.07343686049674229	0.09731571691699276	0.28313978366588766	0.2551430968548704	3.0	64.74105310440063
156	7.2422746245060265	ecoli_colombos	0.4	1-cor	strict	dclust	0.18642876816045378	0.20036938408025157	0.5297599147402293	0.37478480544139603	4.0	60.49774193763733
157	4.404216776069289	ecoli_colombos	0.4	1-cor	minimal	dclust	0.03945812581388394	0.09979226941515718	0.28791800987818145	0.2105561348892532	4.0	60.49774193763733
158	4.9331052872788534	ecoli_colombos	0.4	1-cor	interconnected	dclust	0.07482483560101892	0.09438819943120647	0.2786595428385619	0.23961090889261413	4.0	60.49774193763733
159	7.347731632873666	ecoli_colombos	0.4	1-cor	strict	dclust	0.1903208026232989	0.20127970784418828	0.5508620816761082	0.37409264198926295	5.0	55.19959306716919
160	4.419490305141311	ecoli_colombos	0.4	1-cor	minimal	dclust	0.042983041294185134	0.0996669021367682	0.29123714598006256	0.1984564204643885	5.0	55.19959306716919
161	4.98382474485473	ecoli_colombos	0.4	1-cor	interconnected	dclust	0.07850087256358365	0.09621565660699664	0.28689662528567506	0.2349278125246832	5.0	55.19959306716919
162	7.577750337118931	ecoli_colombos	0.4	1-cor	strict	dclust	0.20131314460688576	0.20669838045610775	0.5512651517315669	0.3919506339806488	6.0	56.8856999874115
163	4.872983722263062	ecoli_colombos	0.4	1-cor	minimal	dclust	0.0507186632712744	0.10910892672497684	0.31082794367104294	0.21478630357241288	6.0	56.8856999874115
164	5.015037343531014	ecoli_colombos	0.4	1-cor	interconnected	dclust	0.08025471532260418	0.09665834808803302	0.2869358680687541	0.2365511880833049	6.0	56.8856999874115
165	6.69440697208097	ecoli_colombos	0.4	1-cor	strict	dclust	0.17658781157016193	0.17206324327739303	0.5102482871618683	0.3406747206410797	7.0	57.07364797592163
166	4.7899824622487515	ecoli_colombos	0.4	1-cor	minimal	dclust	0.05158237296812618	0.1031879442204367	0.31057773679532585	0.20690666195455992	7.0	57.07364797592163
167	4.812245376255409	ecoli_colombos	0.4	1-cor	interconnected	dclust	0.07785903196495253	0.08985932514335655	0.28493437927734144	0.22187678686744863	7.0	57.07364797592163
168	6.611099432625536	ecoli_colombos	0.4	1-cor	strict	dclust	0.17630799570147143	0.1675450527550686	0.49932158871511845	0.33880646624051347	8.0	59.09995484352112
169	4.806305281588263	ecoli_colombos	0.4	1-cor	minimal	dclust	0.05284205344636565	0.10356494574119247	0.30441661300109985	0.20842757857282015	8.0	59.09995484352112
170	4.956620410303513	ecoli_colombos	0.4	1-cor	interconnected	dclust	0.08023345690877984	0.09063344314059517	0.2950584747409302	0.22876746069550744	8.0	59.09995484352112
171	6.020236226782736	ecoli_colombos	0.4	1-cor	strict	dclust	0.16135035283754112	0.14402399573178762	0.46092859678006726	0.309896310203382	9.0	60.40212297439575
172	4.90960513585008	ecoli_colombos	0.4	1-cor	minimal	dclust	0.0540786160735395	0.10807362684975352	0.31433186881980074	0.20986645711059018	9.0	60.40212297439575
173	4.990015375485071	ecoli_colombos	0.4	1-cor	interconnected	dclust	0.08241879736053369	0.09005114322977313	0.3024712950374662	0.22662058005616642	9.0	60.40212297439575
174	5.8495569872072295	ecoli_colombos	0.4	1-cor	strict	dclust	0.15743412888946598	0.13955530299206567	0.4537418920129347	0.29843169446521745	10.0	61.38049292564392
175	4.91478021050576	ecoli_colombos	0.4	1-cor	minimal	dclust	0.05478010909335967	0.1077446093578269	0.3146477960964211	0.20896696105894824	10.0	61.38049292564392
176	4.982670690414919	ecoli_colombos	0.4	1-cor	interconnected	dclust	0.083873504088714	0.08829661657760525	0.3039246279747003	0.22511032087746013	10.0	61.38049292564392
177	0.0	ecoli_colombos	0.4	1-cor	strict	dclust	0.0	0.0	0.0	0.0	11.0	0.0
