	F1norm_rprr	datasetname	k	knownmodules	method	precision	qvalcutoff	recall	recovery	relevance	runningtime
15	4.175595798105754	ecoli_colombos	50.0	strict	ipca	0.10366275532241627	1e-06	0.09089571105668466	0.44580392514915207	0.18768176962754082	124.97427201271057
16	3.3441078654407246	ecoli_colombos	50.0	minimal	ipca	0.02994517809951006	1e-06	0.07145071302036708	0.2642257436016343	0.14437946286624784	124.97427201271057
17	3.6204601175931006	ecoli_colombos	50.0	interconnected	ipca	0.0487028165893949	1e-06	0.06267286428309086	0.27805541176095555	0.15177831532754188	124.97427201271057
18	3.94100582147229	ecoli_colombos	50.0	strict	ipca	0.09181982916138957	1e-07	0.08446061536865702	0.4416207486959465	0.17690994922552503	121.940101146698
19	3.2557461200716693	ecoli_colombos	50.0	minimal	ipca	0.027268851127748718	1e-07	0.06931334148645227	0.27756291429967084	0.14182155766917015	121.940101146698
20	3.53434254091628	ecoli_colombos	50.0	interconnected	ipca	0.04392635718088852	1e-07	0.05879073092304426	0.2868680257407759	0.14917262415275542	121.940101146698
21	3.641436634136537	ecoli_colombos	50.0	strict	ipca	0.0826400358879636	1e-08	0.07941969416379027	0.47461779023766065	0.15503190521677931	118.01510691642761
22	3.1893270840208876	ecoli_colombos	50.0	minimal	ipca	0.02548084495948382	1e-08	0.06684322723483785	0.3017337864926307	0.13758331590750708	118.01510691642761
23	3.469545628288722	ecoli_colombos	50.0	interconnected	ipca	0.040476956465336784	1e-08	0.05523532014968749	0.3145917159296897	0.14351118602065902	118.01510691642761
24	3.584175434988856	ecoli_colombos	50.0	strict	ipca	0.08043104500890895	1e-09	0.07887458587775706	0.4836971273021516	0.1509769867027069	60.36012887954712
25	2.9979868696728342	ecoli_colombos	50.0	minimal	ipca	0.023332802230619728	1e-09	0.06085513788696744	0.3039778216960537	0.12928614256839494	60.36012887954712
26	3.348550774218404	ecoli_colombos	50.0	interconnected	ipca	0.037574601612270477	1e-09	0.05329816846875198	0.3121556109583043	0.13876644631215576	60.36012887954712
27	3.6257733967689916	ecoli_colombos	50.0	strict	ipca	0.08112720023884352	1e-10	0.08087684281224825	0.49193518152827836	0.1520969032861627	104.33017778396606
28	2.9618792136277325	ecoli_colombos	50.0	minimal	ipca	0.02263583104669935	1e-10	0.05879668320825236	0.3197585957823595	0.12717525154073286	104.33017778396606
29	3.2702056819484744	ecoli_colombos	50.0	interconnected	ipca	0.03617930895262078	1e-10	0.05196739252486379	0.3273836338554366	0.13224122575169509	104.33017778396606
30	3.264077674861305	ecoli_colombos	50.0	strict	ipca	0.07350932302775368	1e-11	0.07263080046113268	0.4650406785049141	0.13481051218083062	69.78710293769836
31	2.7237454773540812	ecoli_colombos	50.0	minimal	ipca	0.0205292996437422	1e-11	0.0525184137260333	0.30326130130218976	0.11793479202110074	69.78710293769836
32	3.1618928690470947	ecoli_colombos	50.0	interconnected	ipca	0.03497418609603934	1e-11	0.05057880505002024	0.33669573748570325	0.12464711356265216	69.78710293769836
33	3.15237795122949	ecoli_colombos	50.0	strict	ipca	0.068941490721154	1e-12	0.07104391698373672	0.4551716219382952	0.1301944445794096	68.44360113143921
34	2.568376087360641	ecoli_colombos	50.0	minimal	ipca	0.018581537213606978	1e-12	0.0497040645825899	0.299387869031964	0.11299489068499861	68.44360113143921
35	2.9742292069648153	ecoli_colombos	50.0	interconnected	ipca	0.03137583949566166	1e-12	0.049922300834299674	0.3234827831823233	0.1170220523548409	68.44360113143921
36	3.1592413240049537	ecoli_colombos	50.0	strict	ipca	0.06796891342882469	1e-13	0.0729730014605581	0.46825859978822976	0.129309026346259	106.42785215377808
37	2.5324097899687907	ecoli_colombos	50.0	minimal	ipca	0.01775704379949705	1e-13	0.04814690676336087	0.3150718293744079	0.11250983292549091	106.42785215377808
38	2.89502589188726	ecoli_colombos	50.0	interconnected	ipca	0.029886487854632025	1e-13	0.04866128012400931	0.3222746869642967	0.11386510115256002	106.42785215377808
39	0.5212081062270219	ecoli_colombos	50.0	strict	ipca	0.01730844696206048	1e-14	0.018103981844439867	0.5675675675675675	0.01530041547256644	106.4126079082489
40	0.4529906696633958	ecoli_colombos	50.0	minimal	ipca	0.004599633196100043	1e-14	0.01352519229107251	0.35714285714285715	0.011817858848626496	106.4126079082489
41	0.5323428806848632	ecoli_colombos	50.0	interconnected	ipca	0.008953274144262367	1e-14	0.01511675485008818	0.4888888888888889	0.013451344695584325	106.4126079082489
42	2.180669793786986	ecoli_colombos	100.0	strict	ipca	0.1310102994344387	0.1	0.01735556168136177	0.16475261660443183	0.19009467962686433	173.9841480255127
43	2.7071864950632776	ecoli_colombos	100.0	minimal	ipca	0.08616515754228092	0.1	0.028913006303785738	0.12585064575012495	0.14174346416762243	173.9841480255127
44	2.6110143371262113	ecoli_colombos	100.0	interconnected	ipca	0.10651810586211229	0.1	0.018494791876478057	0.14037671995252116	0.17561204652028378	173.9841480255127
45	3.349998199460111	ecoli_colombos	100.0	strict	ipca	0.1409156122047761	0.01	0.04499623895687807	0.21154134089593582	0.2343238049537703	176.35240483283997
46	3.676791168169338	ecoli_colombos	100.0	minimal	ipca	0.06805951280747924	0.01	0.05489547496474721	0.17001944552578888	0.18786254898181115	176.35240483283997
47	3.8194422486881363	ecoli_colombos	100.0	interconnected	ipca	0.09840347135885831	0.01	0.043103678890979324	0.18518350485951413	0.22829344356867054	176.35240483283997
48	4.165613095292103	ecoli_colombos	100.0	strict	ipca	0.15173002741395106	0.001	0.06823406779525532	0.2611288649426841	0.2708949979136222	167.1579749584198
49	4.153392108238332	ecoli_colombos	100.0	minimal	ipca	0.06287742552797966	0.001	0.07298317020307123	0.19697874972395538	0.20942539851775507	167.1579749584198
50	4.450809635165881	ecoli_colombos	100.0	interconnected	ipca	0.09810754571467584	0.001	0.0630356486823257	0.21431446873496554	0.25073757314624806	167.1579749584198
51	4.808439826451296	ecoli_colombos	100.0	strict	ipca	0.16092774978936247	0.0001	0.0895381358637505	0.3060026320294496	0.2964160203108489	191.4509460926056
52	4.576424790138731	ecoli_colombos	100.0	minimal	ipca	0.06027074990106088	0.0001	0.08717940836653137	0.22709996272515645	0.22901208070492704	191.4509460926056
53	4.961865236191633	ecoli_colombos	100.0	interconnected	ipca	0.09771889574370411	0.0001	0.07877968153090788	0.24176247504474915	0.27233879097793035	191.4509460926056
54	5.2580282173877375	ecoli_colombos	100.0	strict	ipca	0.15903824637354	1e-05	0.10834449661410621	0.35617769554520795	0.30185740004979467	180.5214331150055
55	4.685881079833918	ecoli_colombos	100.0	minimal	ipca	0.05529571694142506	1e-05	0.09694121876848626	0.242182414433615	0.23290526315058702	180.5214331150055
56	5.159840657193699	ecoli_colombos	100.0	interconnected	ipca	0.0906968585156598	1e-05	0.09152666990557298	0.25819612230835004	0.2743303365198054	180.5214331150055
57	5.423566727091886	ecoli_colombos	100.0	strict	ipca	0.15367504149354408	1e-06	0.121506846552978	0.3773658368863488	0.30107130934335696	175.28907012939453
58	4.666096659620029	ecoli_colombos	100.0	minimal	ipca	0.05232054692479633	1e-06	0.10021317874236596	0.24886057651000368	0.22945463269734967	175.28907012939453
59	5.258198565889364	ecoli_colombos	100.0	interconnected	ipca	0.08666309265374057	1e-06	0.09551564308653324	0.27356841291464057	0.2721347569100885	175.28907012939453
60	5.455021804037463	ecoli_colombos	100.0	strict	ipca	0.1444224519479014	1e-07	0.12647348032703012	0.392382839225954	0.2970438200142161	150.04478311538696
61	4.755248107185946	ecoli_colombos	100.0	minimal	ipca	0.05178580147589645	1e-07	0.10457897707640418	0.266467122179257	0.22626335867517808	150.04478311538696
62	5.466967008484395	ecoli_colombos	100.0	interconnected	ipca	0.08440520935411287	1e-07	0.10279169450540211	0.2964175704772526	0.27510581604311984	150.04478311538696
63	5.41500134746959	ecoli_colombos	100.0	strict	ipca	0.1363093944934484	1e-08	0.1285943122715387	0.42255344984752335	0.2800245781031054	171.16467189788818
64	4.45671153674229	ecoli_colombos	100.0	minimal	ipca	0.04751772423121801	1e-08	0.09741886626622315	0.2631160783580479	0.2063210130299023	171.16467189788818
65	5.08535418950748	ecoli_colombos	100.0	interconnected	ipca	0.07378556805931734	1e-08	0.09218749425327596	0.3001956984667329	0.2450535290540555	171.16467189788818
66	5.251743150130008	ecoli_colombos	100.0	strict	ipca	0.13156555504661702	1e-09	0.12496530572635185	0.4203229181101852	0.2673337153542923	147.6052269935608
67	4.391565442187402	ecoli_colombos	100.0	minimal	ipca	0.04374671355251593	1e-09	0.09543160025081944	0.2706921364432403	0.2058804852267983	147.6052269935608
68	5.015339752111921	ecoli_colombos	100.0	interconnected	ipca	0.0702807789374637	1e-09	0.09029737991558834	0.2970179202815513	0.24441059917200172	147.6052269935608
69	5.304836425237773	ecoli_colombos	100.0	strict	ipca	0.13305839199829755	1e-10	0.12664792128144065	0.42565565473174166	0.26928293653269714	98.6705482006073
70	4.435885496228887	ecoli_colombos	100.0	minimal	ipca	0.04351840479832264	1e-10	0.09580817937494412	0.28183999656320347	0.20581776257042764	98.6705482006073
71	5.066033639318722	ecoli_colombos	100.0	interconnected	ipca	0.07038349727793487	1e-10	0.09200009596825522	0.3059394718776577	0.24318006660417193	98.6705482006073
72	5.281687602538523	ecoli_colombos	100.0	strict	ipca	0.12978149042771298	1e-11	0.12775858789326458	0.4553750259402433	0.25727029819747504	96.99905014038086
73	4.306079671137766	ecoli_colombos	100.0	minimal	ipca	0.04175369405302236	1e-11	0.09504840321331805	0.2865181385244775	0.19368487192168662	96.99905014038086
74	4.865832657150967	ecoli_colombos	100.0	interconnected	ipca	0.06598491542225467	1e-11	0.08985134752101731	0.30498649613057194	0.22790751653811636	96.99905014038086
75	5.307202357484833	ecoli_colombos	100.0	strict	ipca	0.12580119768526404	1e-12	0.12466922775152002	0.48357253009650775	0.25492398741054517	159.21409702301025
76	4.2401722927494	ecoli_colombos	100.0	minimal	ipca	0.03950179403553565	1e-12	0.0907334417036833	0.30181092834762363	0.1892731715346066	159.21409702301025
77	4.938891148617413	ecoli_colombos	100.0	interconnected	ipca	0.06270909726525928	1e-12	0.08826168250470444	0.33455847520977366	0.22605313826891757	159.21409702301025
78	5.37016875020082	ecoli_colombos	100.0	strict	ipca	0.1262877294793447	1e-13	0.12656982530260713	0.5082333277348359	0.2532654202473876	106.94082593917847
79	4.246428483865341	ecoli_colombos	100.0	minimal	ipca	0.03866347383426743	1e-13	0.0919329143924748	0.311770575344192	0.18829900085758117	106.94082593917847
80	4.948890377019381	ecoli_colombos	100.0	interconnected	ipca	0.061360857373234774	1e-13	0.08967505509180641	0.3440842579972831	0.22379338738935994	106.94082593917847
81	0.5301228671734749	ecoli_colombos	100.0	strict	ipca	0.01788707024275545	1e-14	0.017419750349815046	0.5526315789473685	0.01564693624584732	162.44158697128296
82	0.459480301016512	ecoli_colombos	100.0	minimal	ipca	0.0045521090529582415	1e-14	0.013546798029556653	0.35714285714285715	0.012123417028817782	162.44158697128296
83	0.5278062548207083	ecoli_colombos	100.0	interconnected	ipca	0.009154685073052421	1e-14	0.01607142857142857	0.5	0.013184321347586654	162.44158697128296
84	1.9380873272149646	ecoli_colombos	150.0	strict	ipca	0.1612640742969675	0.1	0.012073599017124213	0.15746040327561153	0.22341709256903014	253.47724604606628
85	2.7443232174399417	ecoli_colombos	150.0	minimal	ipca	0.11314674038627937	0.1	0.021866641092386008	0.1276896990652246	0.1762538579384791	253.47724604606628
86	2.443238778048358	ecoli_colombos	150.0	interconnected	ipca	0.13325041903730955	0.1	0.013152358749473712	0.13565219784376592	0.211426309164329	253.47724604606628
87	3.9005681928581892	ecoli_colombos	150.0	strict	ipca	0.19297142775453	0.01	0.04988253539334845	0.22256275272647746	0.3099832169486039	298.13608503341675
88	4.008744767774011	ecoli_colombos	150.0	minimal	ipca	0.09386376391129034	0.01	0.05823654157866604	0.15884972609433196	0.23142616666489177	298.13608503341675
89	4.157598952141966	ecoli_colombos	150.0	interconnected	ipca	0.13342870523141798	0.01	0.04691130390876604	0.178470121228982	0.2802063753224441	298.13608503341675
90	4.957578620660093	ecoli_colombos	150.0	strict	ipca	0.20573411642357683	0.001	0.08610590749708376	0.27244410005265357	0.3548054799688443	299.48562502861023
91	4.656797441531244	ecoli_colombos	150.0	minimal	ipca	0.08172539376196768	0.001	0.0845010477158188	0.1852581668938299	0.2684624965004574	299.48562502861023
92	4.989385267675162	ecoli_colombos	150.0	interconnected	ipca	0.12849425774890003	0.001	0.07660010337870406	0.2081977097907576	0.3162633978938427	299.48562502861023
93	5.759069708978146	ecoli_colombos	150.0	strict	ipca	0.21397972848522542	0.0001	0.11521033831409469	0.3298943582372225	0.3764107303074137	260.66005992889404
94	4.969688568659047	ecoli_colombos	150.0	minimal	ipca	0.07143387521307809	0.0001	0.09974423594311409	0.20727231680034414	0.2846453964932691	260.66005992889404
95	5.346309108115957	ecoli_colombos	150.0	interconnected	ipca	0.1142541556152137	0.0001	0.09235592331328397	0.22852982333602442	0.32853317332750087	260.66005992889404
96	6.27456294597755	ecoli_colombos	150.0	strict	ipca	0.21291250559516145	1e-05	0.14263478844827177	0.37272748701850594	0.383831263069177	267.5066170692444
97	5.264005905620255	ecoli_colombos	150.0	minimal	ipca	0.06858700213348662	1e-05	0.11458095937260265	0.22897461741780456	0.2928761895794204	267.5066170692444
98	5.840705559981101	ecoli_colombos	150.0	interconnected	ipca	0.11452078272053812	1e-05	0.11373943921116408	0.25585103095931305	0.34205988161325906	267.5066170692444
99	6.7058667186898395	ecoli_colombos	150.0	strict	ipca	0.21821220108284087	1e-06	0.15967857076359274	0.410741454294405	0.39572528606995294	288.82251596450806
100	5.585614703159328	ecoli_colombos	150.0	minimal	ipca	0.06833178220137215	1e-06	0.12464445063896716	0.25516172722032093	0.3016434586541814	288.82251596450806
101	6.198704321695423	ecoli_colombos	150.0	interconnected	ipca	0.11374321711554987	1e-06	0.12595163516555466	0.28370488508852193	0.3459934182045678	288.82251596450806
102	6.529673487320219	ecoli_colombos	150.0	strict	ipca	0.20465842542146326	1e-07	0.16347836584228434	0.40429723208001933	0.37897645373490124	251.22552394866943
103	5.617672922314713	ecoli_colombos	150.0	minimal	ipca	0.06604059422303808	1e-07	0.12477689264790907	0.2662720531984389	0.29876425271339013	251.22552394866943
104	6.473146263395171	ecoli_colombos	150.0	interconnected	ipca	0.11295463001065661	1e-07	0.1310038867216351	0.3095210697062078	0.3490459694871363	251.22552394866943
105	6.439836505584434	ecoli_colombos	150.0	strict	ipca	0.18966082022144856	1e-08	0.16404410817814374	0.41075674069324036	0.3672604562645184	217.45773220062256
106	5.6960329724438115	ecoli_colombos	150.0	minimal	ipca	0.06421200642962435	1e-08	0.12685147767322927	0.2791144290011098	0.2999970662909002	217.45773220062256
107	6.605541946695476	ecoli_colombos	150.0	interconnected	ipca	0.10927360635170769	1e-08	0.13373326165549243	0.3250960108973286	0.3509424732128514	217.45773220062256
108	6.771644906504811	ecoli_colombos	150.0	strict	ipca	0.19563852731485737	1e-09	0.17434749454189952	0.4390166455633833	0.3813167280888256	168.805104970932
109	5.797938444933268	ecoli_colombos	150.0	minimal	ipca	0.06349973887244774	1e-09	0.12873867641023726	0.2910987494234566	0.30380175753764194	168.805104970932
110	6.440702142753427	ecoli_colombos	150.0	interconnected	ipca	0.10256942797924834	1e-09	0.130276410503513	0.3298083380933633	0.33252395816674396	168.805104970932
111	6.874853425859554	ecoli_colombos	150.0	strict	ipca	0.19301137517887695	1e-10	0.17666971312557006	0.45374670634177294	0.38408958495880186	176.172532081604
112	5.954155021379539	ecoli_colombos	150.0	minimal	ipca	0.062387929627507444	1e-10	0.12971762148068453	0.31929434481509267	0.30322467531327846	176.172532081604
113	6.441914400623329	ecoli_colombos	150.0	interconnected	ipca	0.09764019189676434	1e-10	0.1311300944954693	0.3376736529866295	0.3298695894448806	176.172532081604
114	6.873104040559956	ecoli_colombos	150.0	strict	ipca	0.18794382165770984	1e-11	0.17690544003823966	0.46564514829670584	0.3780435787239943	170.83007788658142
115	5.999860458279342	ecoli_colombos	150.0	minimal	ipca	0.06158008006891893	1e-11	0.13213502616115327	0.32706131634605895	0.3041928629658796	170.83007788658142
116	6.444570084647926	ecoli_colombos	150.0	interconnected	ipca	0.09524841691244348	1e-11	0.13263725036183474	0.3473495214895804	0.32326929984099934	170.83007788658142
117	6.7314781216276165	ecoli_colombos	150.0	strict	ipca	0.18006198290249287	1e-12	0.1810917735580183	0.46089519614654784	0.36499585552950997	286.2312340736389
118	5.798126773644238	ecoli_colombos	150.0	minimal	ipca	0.05784822843951507	1e-12	0.13104456976248852	0.3271073533829885	0.288349896297112	286.2312340736389
119	6.443630420642213	ecoli_colombos	150.0	interconnected	ipca	0.09518975768270709	1e-12	0.14008802703956785	0.3423061829618216	0.32339270927498315	286.2312340736389
120	6.859994382695292	ecoli_colombos	150.0	strict	ipca	0.17805792477785798	1e-13	0.18549843300609048	0.48824649049018165	0.36333495506032953	286.09153413772583
121	5.681179635210521	ecoli_colombos	150.0	minimal	ipca	0.056279959018001556	1e-13	0.13088208838509086	0.32109453861950443	0.2818309859767192	286.09153413772583
122	6.126597429118372	ecoli_colombos	150.0	interconnected	ipca	0.0896045004764637	1e-13	0.13557119436484977	0.3306979451077243	0.3027660658770066	286.09153413772583
123	0.743282698831951	ecoli_colombos	150.0	strict	ipca	0.022685543852653752	1e-14	0.02131766871006622	0.3526315789473684	0.023373735855010194	278.97660303115845
124	0.6702278163472388	ecoli_colombos	150.0	minimal	ipca	0.005449961832317688	1e-14	0.015362917050109162	0.22448979591836732	0.021174346475744264	278.97660303115845
125	0.854623066356118	ecoli_colombos	150.0	interconnected	ipca	0.012088483241721825	1e-14	0.019574957670195757	0.3441558441558441	0.023618893041662602	278.97660303115845
126	2.330539259264662	ecoli_colombos	200.0	strict	ipca	0.19882326457181676	0.1	0.017187639779203432	0.15501334536512212	0.2574222659324304	375.8235139846802
127	2.7125434583468446	ecoli_colombos	200.0	minimal	ipca	0.11719780307088759	0.1	0.02073735497596835	0.12256684299095176	0.1892867094030451	375.8235139846802
128	2.6126222807510264	ecoli_colombos	200.0	interconnected	ipca	0.1613937441384178	0.1	0.014775443367518641	0.1324264006301494	0.23825223724969533	375.8235139846802
129	4.248556414160244	ecoli_colombos	200.0	strict	ipca	0.22716751029489474	0.01	0.0651886913936315	0.21650988746642094	0.34613510338371395	424.79440999031067
130	4.051166667308695	ecoli_colombos	200.0	minimal	ipca	0.09550712996523862	0.01	0.056735623739704616	0.1551186452242884	0.2513774666285229	424.79440999031067
131	4.301799872467837	ecoli_colombos	200.0	interconnected	ipca	0.1533609143394978	0.01	0.051941506778750576	0.17067486157957204	0.3109187949800688	424.79440999031067
132	5.200250255346225	ecoli_colombos	200.0	strict	ipca	0.23313742388296382	0.001	0.10568266396216713	0.2606630605897832	0.38607860815908085	455.3426899909973
133	4.796310851672167	ecoli_colombos	200.0	minimal	ipca	0.08949084092434091	0.001	0.08875559356059312	0.18253176829708687	0.28469998828308135	455.3426899909973
134	5.236790003650607	ecoli_colombos	200.0	interconnected	ipca	0.14941518289408492	0.001	0.0871030372121205	0.20465850641185818	0.3480251033403237	455.3426899909973
135	6.018301839655231	ecoli_colombos	200.0	strict	ipca	0.222146778866652	0.0001	0.13325273996376238	0.3290129667756941	0.4002371849506863	452.388041973114
136	5.13923228859652	ecoli_colombos	200.0	minimal	ipca	0.08325276457892333	0.0001	0.10796566485872569	0.19860770217002338	0.3022163418342244	452.388041973114
137	5.778673520445532	ecoli_colombos	200.0	interconnected	ipca	0.1392053631048042	0.0001	0.10986538635448255	0.23299980494313063	0.36250269636065496	452.388041973114
138	6.3742919291369695	ecoli_colombos	200.0	strict	ipca	0.22204292322971242	1e-05	0.15390424242377526	0.3502911351313235	0.4140703279731107	420.15193605422974
139	5.581231882292497	ecoli_colombos	200.0	minimal	ipca	0.08261353511769504	1e-05	0.12378589358027182	0.22276358158162146	0.32166181771600183	420.15193605422974
140	6.256738595536099	ecoli_colombos	200.0	interconnected	ipca	0.14019771496239242	1e-05	0.1256011097699894	0.2608400856956172	0.37418614715215426	420.15193605422974
141	6.887402072872887	ecoli_colombos	200.0	strict	ipca	0.22486128533505342	1e-06	0.17822902811828464	0.39103745072421736	0.42822996223922705	437.64516592025757
142	5.831621770162321	ecoli_colombos	200.0	minimal	ipca	0.08005920584865757	1e-06	0.13635953613450313	0.2408556224956462	0.3282003837858389	437.64516592025757
143	6.409629503846862	ecoli_colombos	200.0	interconnected	ipca	0.1320592880011483	1e-06	0.13653297576026321	0.27212746844634483	0.3759714585621343	437.64516592025757
144	7.267724643907427	ecoli_colombos	200.0	strict	ipca	0.22208067638256992	1e-07	0.18933803600678278	0.43639573557709294	0.4321677932230819	416.3191730976105
145	6.100406629560184	ecoli_colombos	200.0	minimal	ipca	0.07887913422929162	1e-07	0.14517276478437502	0.26328624020250235	0.3338818273068748	416.3191730976105
146	6.724629050773421	ecoli_colombos	200.0	interconnected	ipca	0.12809365420100324	1e-07	0.14472984244968468	0.29856449570307697	0.37939509503483776	416.3191730976105
147	7.523590128600408	ecoli_colombos	200.0	strict	ipca	0.22418987318695202	1e-08	0.19977161171492114	0.4621107046029582	0.43801136366522464	338.9358341693878
148	6.143284580261606	ecoli_colombos	200.0	minimal	ipca	0.07602039162641501	1e-08	0.1476179237237461	0.2713148728844415	0.334627146561779	338.9358341693878
149	6.6804337440092905	ecoli_colombos	200.0	interconnected	ipca	0.12147074497921816	1e-08	0.14603084169481434	0.30023661059055845	0.3749657533681011	338.9358341693878
150	7.7795251044147795	ecoli_colombos	200.0	strict	ipca	0.22641031596842884	1e-09	0.21479820766521543	0.4880848656334068	0.442068995516033	263.620982170105
151	6.323716807693852	ecoli_colombos	200.0	minimal	ipca	0.07627649808210135	1e-09	0.15150343305236288	0.2875030799923978	0.3384007325487861	263.620982170105
152	6.896778708391077	ecoli_colombos	200.0	interconnected	ipca	0.12016156699452696	1e-09	0.15222098184964525	0.3171718394902863	0.38056266789319665	263.620982170105
153	7.933702252915946	ecoli_colombos	200.0	strict	ipca	0.2229859770488983	1e-10	0.22252497672699217	0.5074273373563293	0.4451802563861235	284.55644488334656
154	6.304686614030203	ecoli_colombos	200.0	minimal	ipca	0.07348183983188798	1e-10	0.15241141609607212	0.29584050132827666	0.3316669344900496	284.55644488334656
155	6.891369774235251	ecoli_colombos	200.0	interconnected	ipca	0.11606558374000839	1e-10	0.15042406313161427	0.32329502929824233	0.37660714117887545	284.55644488334656
156	7.807910588504406	ecoli_colombos	200.0	strict	ipca	0.21402848601539834	1e-11	0.2191586293523956	0.5121650655671112	0.43127978863156385	408.54150795936584
157	6.2183541195716066	ecoli_colombos	200.0	minimal	ipca	0.07239095209305779	1e-11	0.14986022006704589	0.2946815903266582	0.32412363508235437	408.54150795936584
158	6.994298160817968	ecoli_colombos	200.0	interconnected	ipca	0.11504683451425128	1e-11	0.1513559189390191	0.3349964552704955	0.3770333545054814	408.54150795936584
159	7.727573674380106	ecoli_colombos	200.0	strict	ipca	0.2069276978716025	1e-12	0.21493868118890977	0.5090052370563469	0.4288133573755398	265.584655046463
160	6.257837557068646	ecoli_colombos	200.0	minimal	ipca	0.0708947490683514	1e-12	0.14928545913768168	0.3042098711217172	0.32398890597625846	265.584655046463
161	7.030482535124925	ecoli_colombos	200.0	interconnected	ipca	0.11109349960252167	1e-12	0.14981481138787328	0.3459935777435105	0.3742821800196648	265.584655046463
162	7.757403197279649	ecoli_colombos	200.0	strict	ipca	0.20519254522022226	1e-13	0.21593876170145593	0.5118218953586481	0.4311387643426446	349.51400899887085
163	6.22678889502458	ecoli_colombos	200.0	minimal	ipca	0.06922644282047365	1e-13	0.1485547916452432	0.3061543749919094	0.3225221802141651	349.51400899887085
164	7.087022760892247	ecoli_colombos	200.0	interconnected	ipca	0.10880919138973809	1e-13	0.15108244854694539	0.35168944901849053	0.3776436106178294	349.51400899887085
165	0.0	ecoli_colombos	200.0	strict	ipca	0.0	1e-14	0.0	0.0	0.0	254.04479789733887
166	0.0	ecoli_colombos	200.0	minimal	ipca	0.0	1e-14	0.0	0.0	0.0	254.04479789733887
167	0.0	ecoli_colombos	200.0	interconnected	ipca	0.0	1e-14	0.0	0.0	0.0	254.04479789733887
168	1.8963277669440597	ecoli_colombos	250.0	strict	ipca	0.21528801830684896	0.1	0.011096707444683326	0.14735524779246922	0.2622051879426926	658.7812480926514
169	2.515307614987892	ecoli_colombos	250.0	minimal	ipca	0.14231795461194144	0.1	0.017067475723543002	0.11715818825742269	0.18775525323460673	658.7812480926514
170	2.2322837915302003	ecoli_colombos	250.0	interconnected	ipca	0.17977741236602165	0.1	0.009941365985190374	0.1287780534827264	0.2509571804281702	658.7812480926514
171	3.999174755586265	ecoli_colombos	250.0	strict	ipca	0.24855562289655336	0.01	0.05633398274283114	0.1956279689947677	0.36161084724784553	584.4297189712524
172	3.952290468928937	ecoli_colombos	250.0	minimal	ipca	0.11818208969121691	0.01	0.05031367407236196	0.14419441821618736	0.2620013485082564	584.4297189712524
173	4.17113250772895	ecoli_colombos	250.0	interconnected	ipca	0.17689072041955323	0.01	0.043361600849826376	0.1607640609596896	0.34214426803461906	584.4297189712524
174	5.207386111649081	ecoli_colombos	250.0	strict	ipca	0.26644809892525334	0.001	0.10732968288538265	0.24513761113330226	0.4132550107908166	590.7737739086151
