	F1norm_rprr	datasetname	knownmodules	method	precision	q	recall	recovery	relevance	runningtime	tolerance
21	0.0	ecoli_colombos	strict	qubic	0.0	0.01	0.0	0.0	0.0	32.5194571018219	1.0000000000000002
22	0.0	ecoli_colombos	minimal	qubic	0.0	0.01	0.0	0.0	0.0	32.5194571018219	1.0000000000000002
23	0.0	ecoli_colombos	interconnected	qubic	0.0	0.01	0.0	0.0	0.0	32.5194571018219	1.0000000000000002
24	0.6324335851573832	ecoli_colombos	strict	qubic	0.017542616806988803	0.060000000000000005	0.006125325136891222	0.24873737373737376	0.028058720273152822	44.34923601150513	0.3
25	0.746254417821382	ecoli_colombos	minimal	qubic	0.011607651576437505	0.060000000000000005	0.00503712768490603	0.16379310344827586	0.03176709054353352	44.34923601150513	0.3
26	0.6621444028651595	ecoli_colombos	interconnected	qubic	0.012579811338296772	0.060000000000000005	0.0031407945376199344	0.1693573915796138	0.03375141668168565	44.34923601150513	0.3
27	0.9483443729462528	ecoli_colombos	strict	qubic	0.20726945677785152	0.060000000000000005	0.0034643218934452148	0.24503600103331996	0.2317569564600793	43.36337089538574	0.4
28	2.044863350613656	ecoli_colombos	minimal	qubic	0.11716144921720203	0.060000000000000005	0.010043580745904699	0.16202786256149862	0.1440786354733907	43.36337089538574	0.4
29	1.217066052579867	ecoli_colombos	interconnected	qubic	0.1383491242796955	0.060000000000000005	0.0036155013425549455	0.16363173639466028	0.1566475514544974	43.36337089538574	0.4
30	3.7406761095937378	ecoli_colombos	strict	qubic	0.17580649623834882	0.060000000000000005	0.03497500576565845	0.2748067958274701	0.2916283147536886	62.49960899353027	0.5
31	2.603038824834489	ecoli_colombos	minimal	qubic	0.06872240160871912	0.060000000000000005	0.019421157045172797	0.14644773292685026	0.1616211054296648	62.49960899353027	0.5
32	2.8685986744349	ecoli_colombos	interconnected	qubic	0.0970755494001761	0.060000000000000005	0.017738687423802184	0.17771666073659936	0.19477784482288765	62.49960899353027	0.5
33	3.610281367820422	ecoli_colombos	strict	qubic	0.08809925114995706	0.060000000000000005	0.06813483422980506	0.29955670876731744	0.19402835360644033	66.16865801811218	0.6000000000000001
34	2.396603748900559	ecoli_colombos	minimal	qubic	0.02123165217994338	0.060000000000000005	0.03774070526667566	0.15199157752759138	0.1370577076102621	66.16865801811218	0.6000000000000001
35	2.783211647661586	ecoli_colombos	interconnected	qubic	0.0363516465114663	0.060000000000000005	0.03577293515025877	0.1987842814362309	0.13501809053758013	66.16865801811218	0.6000000000000001
36	2.2957914865441844	ecoli_colombos	strict	qubic	0.04020810516049454	0.060000000000000005	0.04517116496626838	0.2521701287441715	0.11572513050612378	59.1981520652771	0.7000000000000002
37	1.6203507874734715	ecoli_colombos	minimal	qubic	0.010727538072332078	0.060000000000000005	0.023180079438701727	0.15113383723393534	0.10041010796256722	59.1981520652771	0.7000000000000002
38	1.835628757568119	ecoli_colombos	interconnected	qubic	0.01548628433482072	0.060000000000000005	0.022645468706021632	0.1770153348420297	0.09341569147523525	59.1981520652771	0.7000000000000002
39	1.7130899058593911	ecoli_colombos	strict	qubic	0.031602390330912146	0.060000000000000005	0.03239574666767546	0.2945471937556416	0.07374133140680943	59.2235209941864	0.8000000000000003
40	1.3582088269366175	ecoli_colombos	minimal	qubic	0.010237926886414665	0.060000000000000005	0.015552736543792115	0.156781620966214	0.07411967859654167	59.2235209941864	0.8000000000000003
41	1.723215198533278	ecoli_colombos	interconnected	qubic	0.017648820793382425	0.060000000000000005	0.019290635111402006	0.19297443820293073	0.07703104796398692	59.2235209941864	0.8000000000000003
42	2.0206089192686987	ecoli_colombos	strict	qubic	0.036795589621738824	0.060000000000000005	0.036202291901999674	0.34118981151719036	0.08910620466304096	51.3810760974884	0.9000000000000001
43	1.799516753605475	ecoli_colombos	minimal	qubic	0.0158082495713208	0.060000000000000005	0.022720100189516194	0.1709230978269117	0.08853005650819067	51.3810760974884	0.9000000000000001
44	2.0345538908664573	ecoli_colombos	interconnected	qubic	0.022836888897377977	0.060000000000000005	0.023720863494478626	0.2492218605130445	0.08350296511102138	51.3810760974884	0.9000000000000001
45	1.5891753808381381	ecoli_colombos	strict	qubic	0.03108624772684829	0.060000000000000005	0.027276564977991333	0.3746496097289862	0.06480198545415937	40.79730486869812	1.0000000000000002
46	1.561338975100254	ecoli_colombos	minimal	qubic	0.013173811123455269	0.060000000000000005	0.0196906780361992	0.20273548573740885	0.0695017076105389	40.79730486869812	1.0000000000000002
47	1.4228919497986516	ecoli_colombos	interconnected	qubic	0.014680518528397173	0.060000000000000005	0.014068109877528028	0.260288554038554	0.057598834713496375	40.79730486869812	1.0000000000000002
48	0.17985302273822723	ecoli_colombos	strict	qubic	0.03858018356394921	0.11	0.0006770098031418288	0.06468327429184396	0.029160709247665808	50.44054198265076	0.3
49	0.8682185538951578	ecoli_colombos	minimal	qubic	0.06889502889150052	0.11	0.005783980249933185	0.13601644611256036	0.03015480740047634	50.44054198265076	0.3
50	0.4054395170893438	ecoli_colombos	interconnected	qubic	0.04681890234490551	0.11	0.0012819873905134253	0.07794586856086246	0.033547046032584536	50.44054198265076	0.3
51	0.9819051885393599	ecoli_colombos	strict	qubic	0.16117836379127234	0.11	0.003960935019215552	0.17654542613582222	0.18197888443036875	56.70789694786072	0.4
52	1.80567317528783	ecoli_colombos	minimal	qubic	0.14106673439179473	0.11	0.008044054928859855	0.16039820727565393	0.13654375762438373	56.70789694786072	0.4
53	1.359146469577633	ecoli_colombos	interconnected	qubic	0.153292266133461	0.11	0.004109192926657504	0.16381336033279853	0.18122346552239527	56.70789694786072	0.4
54	3.39932220119822	ecoli_colombos	strict	qubic	0.1443341679720954	0.11	0.03883837343769556	0.22327066076304278	0.25510628486753073	72.26971411705017	0.5
55	2.749305711776227	ecoli_colombos	minimal	qubic	0.04511165882116082	0.11	0.02638133354102618	0.14675845637319068	0.17052016511965554	72.26971411705017	0.5
56	3.0775670194781584	ecoli_colombos	interconnected	qubic	0.07771054293560373	0.11	0.025106870443111707	0.16444023620667417	0.20368863608622978	72.26971411705017	0.5
57	2.510219413919206	ecoli_colombos	strict	qubic	0.06681825943996833	0.11	0.04471923006302758	0.1959245301032639	0.14039880120853138	60.03011703491211	0.6000000000000001
58	1.829688869044838	ecoli_colombos	minimal	qubic	0.015463480911960866	0.11	0.025006489677827846	0.1229557493550381	0.11291400186008309	60.03011703491211	0.6000000000000001
59	2.1232479484363225	ecoli_colombos	interconnected	qubic	0.027368136314992113	0.11	0.02298389228222161	0.14777789301306044	0.11376333703836407	60.03011703491211	0.6000000000000001
60	2.0136336776516277	ecoli_colombos	strict	qubic	0.05027730242546336	0.11	0.025443907429980695	0.19226636958410834	0.11788881837881696	71.65141201019287	0.7000000000000002
61	1.699272831815194	ecoli_colombos	minimal	qubic	0.014295173880804148	0.11	0.019426809438295053	0.12199181178018993	0.1131110431638594	71.65141201019287	0.7000000000000002
62	1.7228654035928206	ecoli_colombos	interconnected	qubic	0.022676001789083404	0.11	0.014336014459912215	0.1434957598129175	0.09382147949531458	71.65141201019287	0.7000000000000002
63	1.5911816249043633	ecoli_colombos	strict	qubic	0.030707246239675003	0.11	0.022217944390411803	0.202702482993162	0.08294717638363124	69.19714713096619	0.8000000000000003
64	1.320752729486437	ecoli_colombos	minimal	qubic	0.008676343665356516	0.11	0.015195809060285883	0.13666592129888858	0.09057359894611153	69.19714713096619	0.8000000000000003
65	1.5772582265901935	ecoli_colombos	interconnected	qubic	0.017249456962224078	0.11	0.012014474076523125	0.16192854307655316	0.08796674007199638	69.19714713096619	0.8000000000000003
66	0.7396931954525391	ecoli_colombos	strict	qubic	0.012463179771821504	0.11	0.005846381718093483	0.21037028547658046	0.04672485657085269	59.980960845947266	0.9000000000000001
67	0.7342352935011065	ecoli_colombos	minimal	qubic	0.003526035861581167	0.11	0.008893603437402075	0.11532489223276889	0.07009388055143162	59.980960845947266	0.9000000000000001
68	0.8042625486100755	ecoli_colombos	interconnected	qubic	0.006938343622015613	0.11	0.0043158559102037895	0.15460153900751883	0.05590062130581469	59.980960845947266	0.9000000000000001
69	1.2193058248163149	ecoli_colombos	strict	qubic	0.02356486596325249	0.11	0.015022289814832402	0.2633639915296262	0.05741047061994337	47.807770013809204	1.0000000000000002
70	0.6294687092505272	ecoli_colombos	minimal	qubic	0.003463065638119556	0.11	0.007517709551084136	0.11075366946846278	0.04258780623851926	47.807770013809204	1.0000000000000002
71	0.965616834712283	ecoli_colombos	interconnected	qubic	0.00788577642936238	0.11	0.007867651731315109	0.17794534063364767	0.04837814792568246	47.807770013809204	1.0000000000000002
72	0.12197502822934111	ecoli_colombos	strict	qubic	0.040086762109536704	0.16000000000000003	0.0004170047796143701	0.0751223465405368	0.02891193490350239	62.23329210281372	0.3
73	0.7012095391315425	ecoli_colombos	minimal	qubic	0.07466999653016708	0.16000000000000003	0.0033648931138165845	0.14070936116787858	0.031466201642311856	62.23329210281372	0.3
74	0.2582908392655692	ecoli_colombos	interconnected	qubic	0.048073112288229865	0.16000000000000003	0.0006753571592311111	0.08323334894008487	0.033137424750367725	62.23329210281372	0.3
75	0.9332440589361295	ecoli_colombos	strict	qubic	0.15368762608099493	0.16000000000000003	0.003827399493812316	0.15888733093733018	0.1670487952096276	63.39444017410278	0.4
76	1.7080225464688572	ecoli_colombos	minimal	qubic	0.09721896038270987	0.16000000000000003	0.008924756214878603	0.13033715784054534	0.11057692005793078	63.39444017410278	0.4
77	1.181532395720496	ecoli_colombos	interconnected	qubic	0.11663766660339223	0.16000000000000003	0.0038196417531570783	0.1308128474600382	0.13407255119822434	63.39444017410278	0.4
78	3.256580167499012	ecoli_colombos	strict	qubic	0.1316231033249058	0.16000000000000003	0.03511086453616951	0.23386448485632255	0.23537339554326533	70.22808480262756	0.5
79	2.6691431416007165	ecoli_colombos	minimal	qubic	0.037868515699202236	0.16000000000000003	0.025062033124403447	0.15843122890638905	0.1636409329058783	70.22808480262756	0.5
80	2.7395970996426304	ecoli_colombos	interconnected	qubic	0.05844263575418743	0.16000000000000003	0.02005211590848769	0.16617369238712848	0.18057370934436168	70.22808480262756	0.5
81	2.488802428710178	ecoli_colombos	strict	qubic	0.07539304120376024	0.16000000000000003	0.03142833617936568	0.20578360348240232	0.1525056687156281	76.08814096450806	0.6000000000000001
82	1.9125063492533236	ecoli_colombos	minimal	qubic	0.0187803554095259	0.16000000000000003	0.020894766204884303	0.13523284713927142	0.11473819472904188	76.08814096450806	0.6000000000000001
83	2.1129261137068966	ecoli_colombos	interconnected	qubic	0.033354283444316075	0.16000000000000003	0.01675662517829132	0.15911717046996302	0.11888411976340844	76.08814096450806	0.6000000000000001
84	1.5759054403730681	ecoli_colombos	strict	qubic	0.035393009930074805	0.16000000000000003	0.015216753390463269	0.1903582488950405	0.10026135848107773	65.10701990127563	0.7000000000000002
85	1.5481441111946561	ecoli_colombos	minimal	qubic	0.014700944172215099	0.16000000000000003	0.01347164898084052	0.1433447139412331	0.09585734743062059	65.10701990127563	0.7000000000000002
86	1.8020146178036265	ecoli_colombos	interconnected	qubic	0.023284485650589555	0.16000000000000003	0.012946477034762621	0.15433691540188693	0.10842837737938602	65.10701990127563	0.7000000000000002
87	1.5105983259909885	ecoli_colombos	strict	qubic	0.033759991209232	0.16000000000000003	0.015818216428496276	0.1810431080417557	0.09089585150221385	71.1109070777893	0.8000000000000003
88	1.3596670704077753	ecoli_colombos	minimal	qubic	0.013014664135291953	0.16000000000000003	0.011679645966502514	0.13148566433171524	0.08233169341938301	71.1109070777893	0.8000000000000003
89	1.3943225438722053	ecoli_colombos	interconnected	qubic	0.018720347065809214	0.16000000000000003	0.00824143271261644	0.14202819064307778	0.08866353564042236	71.1109070777893	0.8000000000000003
90	1.1608336673045416	ecoli_colombos	strict	qubic	0.020858899658183154	0.16000000000000003	0.014420399442254176	0.16698953363957164	0.06269346132421665	75.17545485496521	0.9000000000000001
91	1.024158129256783	ecoli_colombos	minimal	qubic	0.00624443338817703	0.16000000000000003	0.01171505340251959	0.10966406343751202	0.07791166679854518	75.17545485496521	0.9000000000000001
92	0.995866103644778	ecoli_colombos	interconnected	qubic	0.009201978137409946	0.16000000000000003	0.006729657517937228	0.12274842252659637	0.06164022247096782	75.17545485496521	0.9000000000000001
93	1.194705837784674	ecoli_colombos	strict	qubic	0.02458316967518328	0.16000000000000003	0.013700911529060689	0.21965177774275774	0.05951850146291387	54.987828969955444	1.0000000000000002
94	1.3004040263035217	ecoli_colombos	minimal	qubic	0.011617819888573737	0.16000000000000003	0.013451382066236028	0.14504780287154131	0.06617186621285318	54.987828969955444	1.0000000000000002
95	1.505568420486977	ecoli_colombos	interconnected	qubic	0.018105101120055596	0.16000000000000003	0.012110428744503016	0.1759026535375152	0.07288096795274666	54.987828969955444	1.0000000000000002
96	0.12433677855946203	ecoli_colombos	strict	qubic	0.034581101704307844	0.21000000000000002	0.00043979651287880415	0.06128272673116352	0.025115134081289257	67.25676417350769	0.3
97	0.7002876149913991	ecoli_colombos	minimal	qubic	0.07317358814219316	0.21000000000000002	0.0036171040014035954	0.1432120605179101	0.028613209881509123	67.25676417350769	0.3
98	0.2863874536386041	ecoli_colombos	interconnected	qubic	0.04623071344615636	0.21000000000000002	0.0007905955878365973	0.0864643575148825	0.0299747933873671	67.25676417350769	0.3
99	0.8048124391075421	ecoli_colombos	strict	qubic	0.14029783919756955	0.21000000000000002	0.0031577119799069226	0.1454563375042925	0.17460241994925155	75.72171401977539	0.4
100	1.7853289955724736	ecoli_colombos	minimal	qubic	0.09704611981560068	0.21000000000000002	0.009400289226288829	0.12866493100547294	0.1208984337764892	75.72171401977539	0.4
101	1.103815857343402	ecoli_colombos	interconnected	qubic	0.1099557522223161	0.21000000000000002	0.003441675086117934	0.12016227947974678	0.14694686148293176	75.72171401977539	0.4
102	2.833948661385155	ecoli_colombos	strict	qubic	0.11164875869139519	0.21000000000000002	0.028713825857851157	0.212527125182974	0.20813826662778043	82.22409510612488	0.5
103	2.5159334033057883	ecoli_colombos	minimal	qubic	0.037099591246825575	0.21000000000000002	0.021004737992151145	0.16088962792609737	0.15729209071165548	82.22409510612488	0.5
104	2.608953572300432	ecoli_colombos	interconnected	qubic	0.055251125268733776	0.21000000000000002	0.017616178097945225	0.16273691864246112	0.1808546445522262	82.22409510612488	0.5
105	2.606361649141081	ecoli_colombos	strict	qubic	0.08611528617150496	0.21000000000000002	0.03765678952124123	0.1907584494549646	0.15974177505529286	86.58740592002869	0.6000000000000001
106	1.9360388905260613	ecoli_colombos	minimal	qubic	0.020431866952962834	0.21000000000000002	0.020724369923797614	0.14031151617355392	0.10903961324160814	86.58740592002869	0.6000000000000001
107	2.2299653077733788	ecoli_colombos	interconnected	qubic	0.03831130199582045	0.21000000000000002	0.02009485691202569	0.14619730122609792	0.1248700321371351	86.58740592002869	0.6000000000000001
108	0.9958380209040089	ecoli_colombos	strict	qubic	0.027883431533959994	0.21000000000000002	0.00645663329644503	0.1670672720032762	0.07730085915120913	80.23559379577637	0.7000000000000002
109	1.1971413610542776	ecoli_colombos	minimal	qubic	0.014571127455371353	0.21000000000000002	0.007218624842786038	0.1302656756943635	0.0869623881712685	80.23559379577637	0.7000000000000002
110	1.3120280925801118	ecoli_colombos	interconnected	qubic	0.022057648645344638	0.21000000000000002	0.006694153809853839	0.1353708258921647	0.08955020539032754	80.23559379577637	0.7000000000000002
111	1.08839361128913	ecoli_colombos	strict	qubic	0.02893795091270295	0.21000000000000002	0.009125057202254018	0.16532603701670548	0.06664590038344625	78.12921714782715	0.8000000000000003
112	1.051112706678747	ecoli_colombos	minimal	qubic	0.011267209113308675	0.21000000000000002	0.007375153292804693	0.1206190184054846	0.0657220453405574	78.12921714782715	0.8000000000000003
113	1.066310693036993	ecoli_colombos	interconnected	qubic	0.017152647072012264	0.21000000000000002	0.005453016336358106	0.12791151199063314	0.067577031738027	78.12921714782715	0.8000000000000003
114	1.120039280743478	ecoli_colombos	strict	qubic	0.026011127520307622	0.21000000000000002	0.01065719614679806	0.1867109035617153	0.062256060303402395	77.55411386489868	0.9000000000000001
115	1.1357488960969304	ecoli_colombos	minimal	qubic	0.01161614045309128	0.21000000000000002	0.009086360939544404	0.1384380716662866	0.06180688610245565	77.55411386489868	0.9000000000000001
116	1.3241279806336324	ecoli_colombos	interconnected	qubic	0.01874986145779228	0.21000000000000002	0.008692455298867911	0.1521580524533941	0.06989965707072676	77.55411386489868	0.9000000000000001
117	1.1159037583145763	ecoli_colombos	strict	qubic	0.01711209279677754	0.21000000000000002	0.016869088767671132	0.19453835189977992	0.0549114788977465	58.38960289955139	1.0000000000000002
118	0.9301973633680815	ecoli_colombos	minimal	qubic	0.0074943301679179265	0.21000000000000002	0.009635357127619867	0.13307798255131706	0.046750347354368615	58.38960289955139	1.0000000000000002
119	1.1577748387327964	ecoli_colombos	interconnected	qubic	0.01138288736270985	0.21000000000000002	0.011404511410922783	0.14225860552284392	0.053825818952229924	58.38960289955139	1.0000000000000002
120	0.12699501833559146	ecoli_colombos	strict	qubic	0.031243680573880675	0.26	0.0004622363011216357	0.056558745565897496	0.02244434942872415	65.04490399360657	0.3
121	0.7111912923429891	ecoli_colombos	minimal	qubic	0.06677231526365644	0.26	0.004144272406920882	0.13997340619782217	0.02606456112966959	65.04490399360657	0.3
122	0.30937646951388725	ecoli_colombos	interconnected	qubic	0.04153167542942103	0.26	0.0009106241451451484	0.08384565662118025	0.02729512221411952	65.04490399360657	0.3
123	0.9329248381413171	ecoli_colombos	strict	qubic	0.12693417452728453	0.26	0.004018518620738511	0.13688827788781752	0.15745561520031154	74.33030700683594	0.4
124	1.691161032268084	ecoli_colombos	minimal	qubic	0.08355726760108353	0.26	0.009889639549720107	0.11504760624563674	0.10314404348801992	74.33030700683594	0.4
125	1.1950183701049095	ecoli_colombos	interconnected	qubic	0.09370853103677766	0.26	0.0041275668596716325	0.11661696596996252	0.12789397802341942	74.33030700683594	0.4
126	2.9063290473695043	ecoli_colombos	strict	qubic	0.11716193642288912	0.26	0.032179037741461684	0.21095071439739427	0.20358923204116602	89.75865483283997	0.5
127	2.740656411945446	ecoli_colombos	minimal	qubic	0.038673997683952535	0.26	0.02549274654237856	0.16131091544510295	0.17161630845214046	89.75865483283997	0.5
128	2.7031275842921594	ecoli_colombos	interconnected	qubic	0.059819293305490365	0.26	0.020711828328470266	0.1600781137371316	0.17367677382096292	89.75865483283997	0.5
129	2.43586865212018	ecoli_colombos	strict	qubic	0.07709798257365302	0.26	0.03212012983848695	0.17999015477338098	0.15748927591965745	86.9639937877655	0.6000000000000001
130	2.2222051289067593	ecoli_colombos	minimal	qubic	0.022483498898104	0.26	0.02661376768239623	0.14878349676722338	0.1272839228464046	86.9639937877655	0.6000000000000001
131	2.2829157327445295	ecoli_colombos	interconnected	qubic	0.03598370504006952	0.26	0.022008142401221138	0.14534576095763146	0.12964699830818183	86.9639937877655	0.6000000000000001
132	2.31728969925781	ecoli_colombos	strict	qubic	0.07322290706490842	0.26	0.03993346867322337	0.18199259258392333	0.12557015128799318	85.01462292671204	0.7000000000000002
133	1.969120500105994	ecoli_colombos	minimal	qubic	0.019303790308487157	0.26	0.020998539075105054	0.14981897164675362	0.11369613671765492	85.01462292671204	0.7000000000000002
134	2.163432724097215	ecoli_colombos	interconnected	qubic	0.034293320128436465	0.26	0.023583078235214675	0.14308750884729063	0.1112336038080851	85.01462292671204	0.7000000000000002
135	1.5475851454857634	ecoli_colombos	strict	qubic	0.03681516145952434	0.26	0.01840852747774655	0.1744940901118165	0.08677531822205245	82.31997919082642	0.8000000000000003
136	1.6227686789578828	ecoli_colombos	minimal	qubic	0.01580705538834011	0.26	0.014245038645944287	0.1421091312993201	0.10107234061483038	82.31997919082642	0.8000000000000003
137	1.6747582650868071	ecoli_colombos	interconnected	qubic	0.024861702363331947	0.26	0.012781022005798705	0.13557721345993387	0.09414462280099818	82.31997919082642	0.8000000000000003
138	1.106023897045402	ecoli_colombos	strict	qubic	0.020884914444794723	0.26	0.011448833704749075	0.16874728844741227	0.06407344670881171	83.6234450340271	0.9000000000000001
139	1.126317618877992	ecoli_colombos	minimal	qubic	0.008210262715850673	0.26	0.01043657293887351	0.13437885955143788	0.07507499357455577	83.6234450340271	0.9000000000000001
140	1.2001633295222671	ecoli_colombos	interconnected	qubic	0.01357189618552846	0.26	0.00809407408927681	0.13129827829457558	0.07014878236362598	83.6234450340271	0.9000000000000001
141	0.7453736409496995	ecoli_colombos	strict	qubic	0.011944049507323782	0.26	0.008507439378987031	0.16813722286101904	0.03856414164193726	60.95487689971924	1.0000000000000002
142	0.7835305351280266	ecoli_colombos	minimal	qubic	0.005947927556708747	0.26	0.008241247153608244	0.1292170679040177	0.03929125298964983	60.95487689971924	1.0000000000000002
143	0.8700108905006174	ecoli_colombos	interconnected	qubic	0.009199971382905082	0.26	0.006392425820918279	0.1252704301524623	0.04368405753900741	60.95487689971924	1.0000000000000002
144	0.14443261357180284	ecoli_colombos	strict	qubic	0.028282921594128985	0.31000000000000005	0.0005605916466777137	0.05550839607892921	0.019843931129115425	66.36254692077637	0.3
145	0.7416644407656107	ecoli_colombos	minimal	qubic	0.06414988034000935	0.31000000000000005	0.005113056388661661	0.14242103808753603	0.024048585019733264	66.36254692077637	0.3
146	0.34272571410323616	ecoli_colombos	interconnected	qubic	0.03749971262875256	0.31000000000000005	0.0011143218183408909	0.08288565583108293	0.024505759372194943	66.36254692077637	0.3
147	0.7755865579061278	ecoli_colombos	strict	qubic	0.10657246418470498	0.31000000000000005	0.003258586164965326	0.12809718749083568	0.12983411112483453	75.42371702194214	0.4
148	1.6443825364813895	ecoli_colombos	minimal	qubic	0.08546105544067926	0.31000000000000005	0.010256426533957008	0.11314297666212118	0.090166526805852	75.42371702194214	0.4
149	1.0796460341303658	ecoli_colombos	interconnected	qubic	0.08480744667960065	0.31000000000000005	0.0038175772840364462	0.10865232357251318	0.10443462585982549	75.42371702194214	0.4
150	3.0758457252408133	ecoli_colombos	strict	qubic	0.1308488876061299	0.31000000000000005	0.03447058110378395	0.2115470186459269	0.2227858178589003	102.08014798164368	0.5
151	2.597888127731683	ecoli_colombos	minimal	qubic	0.04320151392999118	0.31000000000000005	0.022834492622578615	0.15445868478854935	0.15483344225297052	102.08014798164368	0.5
152	2.7006636459540436	ecoli_colombos	interconnected	qubic	0.06445283205745418	0.31000000000000005	0.021904484543944672	0.14919034121921607	0.17518510435625032	102.08014798164368	0.5
153	2.4369463235148663	ecoli_colombos	strict	qubic	0.0815208406712283	0.31000000000000005	0.032345755904216116	0.1880053125672543	0.14942409359839204	97.75301599502563	0.6000000000000001
154	2.2284795366385772	ecoli_colombos	minimal	qubic	0.026266970948234037	0.31000000000000005	0.020922927209690075	0.15728036599007233	0.13165076613682014	97.75301599502563	0.6000000000000001
155	2.4026946679270593	ecoli_colombos	interconnected	qubic	0.042116864164191775	0.31000000000000005	0.020220231497064606	0.15661832276202442	0.14058705851480904	97.75301599502563	0.6000000000000001
156	2.3712598266935183	ecoli_colombos	strict	qubic	0.07764285135490488	0.31000000000000005	0.042650452065340315	0.1745626672958247	0.1314580440567121	88.301185131073	0.7000000000000002
157	2.231647092185223	ecoli_colombos	minimal	qubic	0.021853294441279023	0.31000000000000005	0.02638039350962887	0.16412814355923258	0.12283663857301012	88.301185131073	0.7000000000000002
158	2.291087770942414	ecoli_colombos	interconnected	qubic	0.03796043264920429	0.31000000000000005	0.023606718748394488	0.1452681089261781	0.12360356800766907	88.301185131073	0.7000000000000002
159	1.5816367573163652	ecoli_colombos	strict	qubic	0.04229329997779906	0.31000000000000005	0.020521880568376383	0.16006015443597935	0.08664442190296627	80.8653769493103	0.8000000000000003
160	1.4252394005783613	ecoli_colombos	minimal	qubic	0.013262801123078113	0.31000000000000005	0.013436223835419066	0.1448496036692382	0.07887050488102355	80.8653769493103	0.8000000000000003
161	1.473874595787433	ecoli_colombos	interconnected	qubic	0.01987047604503661	0.31000000000000005	0.010141369646304934	0.12935749120352358	0.08876627901332651	80.8653769493103	0.8000000000000003
162	1.0497066340365473	ecoli_colombos	strict	qubic	0.027943291435075308	0.31000000000000005	0.00823338431167194	0.16301847789133675	0.06785968633029921	74.58689999580383	0.9000000000000001
163	1.113975757344621	ecoli_colombos	minimal	qubic	0.01162606021471898	0.31000000000000005	0.007694542155148892	0.13789845632608003	0.06987379540715784	74.58689999580383	0.9000000000000001
164	1.250917644841097	ecoli_colombos	interconnected	qubic	0.020462684930602236	0.31000000000000005	0.006904313222068351	0.13193568689144688	0.0772218304715374	74.58689999580383	0.9000000000000001
165	0.7397756624759867	ecoli_colombos	strict	qubic	0.010428133917065298	0.31000000000000005	0.0071143483382345735	0.1530882330650547	0.04663808892466064	60.070698976516724	1.0000000000000002
166	0.8294862901787176	ecoli_colombos	minimal	qubic	0.004591306874013077	0.31000000000000005	0.008975330156721414	0.14025794339495895	0.06161955203434966	60.070698976516724	1.0000000000000002
167	0.8745529083159697	ecoli_colombos	interconnected	qubic	0.0068850174403358635	0.31000000000000005	0.006044095777970922	0.11790173822487095	0.05725002703149438	60.070698976516724	1.0000000000000002
168	0.27723281462218496	ecoli_colombos	strict	qubic	0.02743866907522871	0.36000000000000004	0.001570916168429125	0.05725190839694656	0.019230769230769232	62.16902303695679	0.3
